"","tip","species","Lineage_Name","Alt_Lineage_Name","parasiteGenus","mal_original","Jetz.species","match","Scientific","id"
"1006","Melopsittacus undulatus","Melopsittacus undulatus","TUPHI01","CYAUR1,MEUND1,MEUND2,MEUND4","Haemoproteus","Melopsittacus undulatus","Melopsittacus_undulatus","yes","Melopsittacus undulatus","TUPHI01 Melopsittacus undulatus"
"1007","Melospiza lincolnii","Melospiza lincolnii","ZOLEU02","LISP_CA_ELW_9L","Leucocytozoon","Melospiza lincolnii","Melospiza_lincolnii","yes","Melospiza lincolnii","ZOLEU02 Melospiza lincolnii"
"1008","Melospiza lincolnii","Melospiza lincolnii","BT7","P43,AMR.KGM64,P.AK01","Plasmodium","Melospiza lincolnii","Melospiza_lincolnii","yes","Melospiza lincolnii","BT7 Melospiza lincolnii"
"1009","Melospiza lincolnii","Melospiza lincolnii","GEOTRI01","OZ06J620","Plasmodium","Melospiza lincolnii","Melospiza_lincolnii","yes","Melospiza lincolnii","GEOTRI01 Melospiza lincolnii"
"1010","Melospiza lincolnii","Melospiza lincolnii","CNEORN01","","Leucocytozoon","Melospiza lincolnii","Melospiza_lincolnii","yes","Melospiza lincolnii","CNEORN01 Melospiza lincolnii"
"1011","Melospiza lincolnii","Melospiza lincolnii","BAEBIC02","SOSP_CA3P","Plasmodium","Melospiza lincolnii","Melospiza_lincolnii","yes","Melospiza lincolnii","BAEBIC02 Melospiza lincolnii"
"1012","Melospiza melodia","Melospiza melodia","CNEORN01","","Leucocytozoon","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","CNEORN01 Melospiza melodia"
"1013","Melospiza melodia","Melospiza melodia","PADOM11","","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","PADOM11 Melospiza melodia"
"1014","Melospiza melodia","Melospiza melodia","APSPI03","P_SOSP4","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","APSPI03 Melospiza melodia"
"1015","Melospiza melodia","Melospiza melodia","MELMEL01","P_SOSP1","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","MELMEL01 Melospiza melodia"
"1016","Melospiza melodia","Melospiza melodia","MELMEL04","P_SOSP7","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","MELMEL04 Melospiza melodia"
"1017","Melospiza melodia","Melospiza melodia","BAEBIC02","SOSP_CA3P","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","BAEBIC02 Melospiza melodia"
"1018","Melospiza melodia","Melospiza melodia","GEOTRI09","P_SOSP2","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","GEOTRI09 Melospiza melodia"
"1019","Melospiza melodia","Melospiza melodia","SEIAUR01","SPTO_CA_ELW_6P","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","SEIAUR01 Melospiza melodia"
"1020","Melospiza melodia","Melospiza melodia","RWB01","D1","Plasmodium","Melospiza melodia","Melospiza_melodia","yes","Melospiza melodia","RWB01 Melospiza melodia"
"1021","Merops apiaster","Merops apiaster","GRW02","","Plasmodium","Merops apiaster","Merops_apiaster","yes","Merops apiaster","GRW02 Merops apiaster"
"1022","Merops apiaster","Merops apiaster","MEAPI03","","Haemoproteus","Merops apiaster","Merops_apiaster","yes","Merops apiaster","MEAPI03 Merops apiaster"
"1023","Merops apiaster","Merops apiaster","MILANS06","","Plasmodium","Merops apiaster","Merops_apiaster","yes","Merops apiaster","MILANS06 Merops apiaster"
"1024","Merops apiaster","Merops apiaster","MEAPI02","","Haemoproteus","Merops apiaster","Merops_apiaster","yes","Merops apiaster","MEAPI02 Merops apiaster"
"1025","Merops apiaster","Merops apiaster","MEAPI01","","Haemoproteus","Merops apiaster","Merops_apiaster","yes","Merops apiaster","MEAPI01 Merops apiaster"
"1026","Merops apiaster","Merops apiaster","GRW09","","Plasmodium","Merops apiaster","Merops_apiaster","yes","Merops apiaster","GRW09 Merops apiaster"
"1027","Metallura tyrianthina","Metallura tyrianthina","TROAED20","","Haemoproteus","Metallura tyrianthina","Metallura_tyrianthina","yes","Metallura tyrianthina","TROAED20 Metallura tyrianthina"
"1028","Metallura tyrianthina","Metallura tyrianthina","COECOE12","","Leucocytozoon","Metallura tyrianthina","Metallura_tyrianthina","yes","Metallura tyrianthina","COECOE12 Metallura tyrianthina"
"1029","Metriopelia melanoptera","Metriopelia melanoptera","METMEL05","","Leucocytozoon","Metriopelia melanoptera",NA,NA,"Metriopelia melanoptera","METMEL05 Metriopelia melanoptera"
"1030","Microcerculus marginatus","Microcerculus marginatus","TANICT01","MICMAR01","Haemoproteus","Microcerculus marginatus",NA,NA,"Microcerculus marginatus","TANICT01 Microcerculus marginatus"
"1031","Miliaria calandra","Emberiza calandra","SGS1","H011","Plasmodium","Emberiza calandra","Miliaria_calandra","no","Miliaria calandra","SGS1 Miliaria calandra"
"1032","Milvus migrans","Milvus migrans","CIAE02","","Leucocytozoon","Milvus migrans","Milvus_migrans","yes","Milvus migrans","CIAE02 Milvus migrans"
"1033","Mionectes striaticollis","Mionectes striaticollis","RECOB4","SA8","Plasmodium","Mionectes striaticollis","Mionectes_striaticollis","yes","Mionectes striaticollis","RECOB4 Mionectes striaticollis"
"1034","Mionectes striaticollis","Mionectes striaticollis","MIOSTR03","","Plasmodium","Mionectes striaticollis","Mionectes_striaticollis","yes","Mionectes striaticollis","MIOSTR03 Mionectes striaticollis"
"1035","Mionectes striaticollis","Mionectes striaticollis","TROAED20","","Haemoproteus","Mionectes striaticollis","Mionectes_striaticollis","yes","Mionectes striaticollis","TROAED20 Mionectes striaticollis"
"1036","Mohoua albicilla","Mohoua albicilla","GRW06","","Plasmodium","Mohoua albicilla","Mohoua_albicilla","yes","Mohoua albicilla","GRW06 Mohoua albicilla"
"1037","Molothrus ater","Molothrus ater","DUMCAR01","","Leucocytozoon","Molothrus ater","Molothrus_ater","yes","Molothrus ater","DUMCAR01 Molothrus ater"
"1038","Molothrus ater","Molothrus ater","SEIAUR01","M,R","Plasmodium","Molothrus ater","Molothrus_ater","yes","Molothrus ater","SEIAUR01 Molothrus ater"
"1039","Molothrus ater","Molothrus ater","BAEBIC02","SOSP_CA3P","Plasmodium","Molothrus ater","Molothrus_ater","yes","Molothrus ater","BAEBIC02 Molothrus ater"
"1040","Molothrus bonariensis","Molothrus bonariensis","MOLBAD01","","Haemoproteus","Molothrus bonariensis","Molothrus_bonariensis","yes","Molothrus bonariensis","MOLBAD01 Molothrus bonariensis"
"1041","Molothrus bonariensis","Molothrus bonariensis","MOLBON04","H56","Haemoproteus","Molothrus bonariensis","Molothrus_bonariensis","yes","Molothrus bonariensis","MOLBON04 Molothrus bonariensis"
"1042","Monarcha trivirgatus","Monarcha trivirgatus","NEOTEM01","NEOTEM01","Haemoproteus","Monarcha trivirgatus","Monarcha_trivirgatus","yes","Monarcha trivirgatus","NEOTEM01 Monarcha trivirgatus"
"1043","Monasa nigrifrons","Monasa nigrifrons","MONNIG02","","Haemoproteus","Monasa nigrifrons","Monasa_nigrifrons","yes","Monasa nigrifrons","MONNIG02 Monasa nigrifrons"
"1044","Monticola sharpei","Monticola sharpei","GRW04","P_Mosquito_132","Plasmodium","Monticola sharpei","Monticola_sharpei","yes","Monticola sharpei","GRW04 Monticola sharpei"
"1045","Motacilla alba","Motacilla alba","YWT2","","Haemoproteus","Motacilla alba","Motacilla_alba","yes","Motacilla alba","YWT2 Motacilla alba"
"1046","Motacilla flava","Motacilla flava","YWT4","","Plasmodium","Motacilla flava","Motacilla_flava","yes","Motacilla flava","YWT4 Motacilla flava"
"1047","Motacilla flava","Motacilla flava","YWT5","","Haemoproteus","Motacilla flava","Motacilla_flava","yes","Motacilla flava","YWT5 Motacilla flava"
"1048","Motacilla flava","Motacilla flava","PADOM01","","Plasmodium","Motacilla flava","Motacilla_flava","yes","Motacilla flava","PADOM01 Motacilla flava"
"1049","Motacilla flava","Motacilla flava","YWT3","","Haemoproteus","Motacilla flava","Motacilla_flava","yes","Motacilla flava","YWT3 Motacilla flava"
"1050","Motacilla flava","Motacilla flava","SGS1","","Plasmodium","Motacilla flava","Motacilla_flava","yes","Motacilla flava","SGS1 Motacilla flava"
"1051","Motacilla flava","Motacilla flava","YWT1","","Haemoproteus","Motacilla flava","Motacilla_flava","yes","Motacilla flava","YWT1 Motacilla flava"
"1052","Motacilla flava","Motacilla flava","COLL1","","Plasmodium","Motacilla flava","Motacilla_flava","yes","Motacilla flava","COLL1 Motacilla flava"
"1053","Motacilla flava","Motacilla flava","YWT2","","Haemoproteus","Motacilla flava","Motacilla_flava","yes","Motacilla flava","YWT2 Motacilla flava"
"1054","Motacilla flaviventris","Motacilla flaviventris","MOFLA01","","Leucocytozoon","Motacilla flaviventris","Motacilla_flaviventris","yes","Motacilla flaviventris","MOFLA01 Motacilla flaviventris"
"1055","Motacilla flaviventris","Motacilla flaviventris","GRW09","P_PV12","Plasmodium","Motacilla flaviventris","Motacilla_flaviventris","yes","Motacilla flaviventris","GRW09 Motacilla flaviventris"
"1056","Muscicapa olivascens","Muscicapa olivascens","GRW09","P46","Plasmodium","Muscicapa olivascens","Muscicapa_olivascens","yes","Muscicapa olivascens","GRW09 Muscicapa olivascens"
"1057","Muscicapa striata","Muscicapa striata","SFC10","H190","Haemoproteus","Muscicapa striata","Muscicapa_striata","yes","Muscicapa striata","SFC10 Muscicapa striata"
"1058","Muscicapa striata","Muscicapa striata","SFC1","","Haemoproteus","Muscicapa striata","Muscicapa_striata","yes","Muscicapa striata","SFC1 Muscicapa striata"
"1059","Muscicapa striata","Muscicapa striata","SFC9","","Haemoproteus","Muscicapa striata","Muscicapa_striata","yes","Muscicapa striata","SFC9 Muscicapa striata"
"1060","Muscicapa striata","Muscicapa striata","SFC3","","Haemoproteus","Muscicapa striata","Muscicapa_striata","yes","Muscicapa striata","SFC3 Muscicapa striata"
"1061","Muscicapa striata","Muscicapa striata","SGS1","","Plasmodium","Muscicapa striata","Muscicapa_striata","yes","Muscicapa striata","SGS1 Muscicapa striata"
"1062","Muscicapa striata","Muscicapa striata","SFC4","","Haemoproteus","Muscicapa striata","Muscicapa_striata","yes","Muscicapa striata","SFC4 Muscicapa striata"
"1063","Myadestes ralloides","Myadestes ralloides","CATUST06","","Plasmodium","Myadestes ralloides","Myadestes_ralloides","yes","Myadestes ralloides","CATUST06 Myadestes ralloides"
"1064","Myadestes ralloides","Myadestes ralloides","CATUST05","","Plasmodium","Myadestes ralloides","Myadestes_ralloides","yes","Myadestes ralloides","CATUST05 Myadestes ralloides"
"1065","Myadestes ralloides","Myadestes ralloides","TROAED02","ZONCAP015","Leucocytozoon","Myadestes ralloides","Myadestes_ralloides","yes","Myadestes ralloides","TROAED02 Myadestes ralloides"
"1066","Myadestes ralloides","Myadestes ralloides","MYARAL02","","Leucocytozoon","Myadestes ralloides","Myadestes_ralloides","yes","Myadestes ralloides","MYARAL02 Myadestes ralloides"
"1067","Myadestes unicolor","Myadestes unicolor","MYAUNI01","","Leucocytozoon","Myadestes unicolor",NA,NA,"Myadestes unicolor","MYAUNI01 Myadestes unicolor"
"1068","Mycteria americana","Mycteria americana","MYCAME08","","Haemoproteus","Mycteria americana","Mycteria_americana","yes","Mycteria americana","MYCAME08 Mycteria americana"
"1069","Mycteria americana","Mycteria americana","MYCAME02","","Plasmodium","Mycteria americana","Mycteria_americana","yes","Mycteria americana","MYCAME02 Mycteria americana"
"1070","Myiarchus swainsoni","Myiarchus swainsoni","MYISWA01","","Haemoproteus","Myiarchus swainsoni","Myiarchus_swainsoni","yes","Myiarchus swainsoni","MYISWA01 Myiarchus swainsoni"
"1071","Myiarchus tyrannulus","Myiarchus tyrannulus","VOLJAC02","BAFLA03","Plasmodium","Myiarchus tyrannulus","Myiarchus_tyrannulus","yes","Myiarchus tyrannulus","VOLJAC02 Myiarchus tyrannulus"
"1072","Myiarchus tyrannulus","Myiarchus tyrannulus","MYITYR01","P10","Plasmodium","Myiarchus tyrannulus","Myiarchus_tyrannulus","yes","Myiarchus tyrannulus","MYITYR01 Myiarchus tyrannulus"
"1073","Myiodynastes maculatus","Myiodynastes maculatus","MYITYR01","MYITYR01","Plasmodium","Myiodynastes maculatus","Myiodynastes_maculatus","yes","Myiodynastes maculatus","MYITYR01 Myiodynastes maculatus"
"1074","Myiomela albiventris","Myiomela albiventris","COLL2","","Haemoproteus","Myiomela albiventris",NA,NA,"Myiomela albiventris","COLL2 Myiomela albiventris"
"1075","Myiomela major","Sholicola major","COLL2","","Haemoproteus","Sholicola major",NA,NA,"Myiomela major","COLL2 Myiomela major"
"1076","Myiopagis viridicata","Myiopagis viridicata","PADOM09","PADOM09","Plasmodium","Myiopagis viridicata","Myiopagis_viridicata","yes","Myiopagis viridicata","PADOM09 Myiopagis viridicata"
"1077","Myrmeciza hemimelaena","Myrmeciza hemimelaena","MYRHEM02","","Plasmodium","Myrmeciza hemimelaena","Myrmeciza_hemimelaena","yes","Myrmeciza hemimelaena","MYRHEM02 Myrmeciza hemimelaena"
"1078","Myrmoborus myotherinus","Myrmoborus myotherinus","MYRMYO01","","Plasmodium","Myrmoborus myotherinus","Myrmoborus_myotherinus","yes","Myrmoborus myotherinus","MYRMYO01 Myrmoborus myotherinus"
"1079","Myrmoborus myotherinus","Myrmoborus myotherinus","HYPSTR04","","Plasmodium","Myrmoborus myotherinus","Myrmoborus_myotherinus","yes","Myrmoborus myotherinus","HYPSTR04 Myrmoborus myotherinus"
"1080","Myrmoborus myotherinus","Myrmoborus myotherinus","THAMAE01","","Plasmodium","Myrmoborus myotherinus","Myrmoborus_myotherinus","yes","Myrmoborus myotherinus","THAMAE01 Myrmoborus myotherinus"
"1081","Myrmotherula axillaris","Myrmotherula axillaris","THACAE01","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","THACAE01 Myrmotherula axillaris"
"1082","Myrmotherula axillaris","Myrmotherula axillaris","MYRAXI03","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRAXI03 Myrmotherula axillaris"
"1083","Myrmotherula axillaris","Myrmotherula axillaris","MYRAXI01","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRAXI01 Myrmotherula axillaris"
"1084","Myrmotherula axillaris","Myrmotherula axillaris","DETUR01","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","DETUR01 Myrmotherula axillaris"
"1085","Myrmotherula axillaris","Myrmotherula axillaris","MYRAXI09","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRAXI09 Myrmotherula axillaris"
"1086","Myrmotherula axillaris","Myrmotherula axillaris","MYRMAX01","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRMAX01 Myrmotherula axillaris"
"1087","Myrmotherula hauxwelli","Myrmotherula hauxwelli","THAMAE01","","Plasmodium","Myrmotherula hauxwelli","Myrmotherula_hauxwelli","yes","Myrmotherula hauxwelli","THAMAE01 Myrmotherula hauxwelli"
"1088","Myrmotherula hauxwelli","Myrmotherula hauxwelli","ISLHAU01","","Plasmodium","Myrmotherula hauxwelli","Myrmotherula_hauxwelli","yes","Myrmotherula hauxwelli","ISLHAU01 Myrmotherula hauxwelli"
"1089","Myrmotherula longipennis","Myrmotherula longipennis","MYRAXI01","","Plasmodium","Myrmotherula longipennis","Myrmotherula_longipennis","yes","Myrmotherula longipennis","MYRAXI01 Myrmotherula longipennis"
"1090","Myrmotherula schisticolor","Myrmotherula schisticolor","MYRSCH01","","Plasmodium","Myrmotherula schisticolor",NA,NA,"Myrmotherula schisticolor","MYRSCH01 Myrmotherula schisticolor"
"1091","Nectarinia amethystina","Chalcomitra amethystina","CHAAM01","PV45,PV45a","Plasmodium","Chalcomitra amethystina","Nectarinia_amethystina","no","Nectarinia amethystina","CHAAM01 Nectarinia amethystina"
"1092","Nectarinia chalybea","Cinnyris chalybeus","CINCHA01","PV41","Plasmodium","Cinnyris chalybeus","Nectarinia_chalybea","no","Nectarinia chalybea","CINCHA01 Nectarinia chalybea"
"1093","Nectarinia chalybea","Cinnyris chalybeus","LINOLI01","P16","Plasmodium","Cinnyris chalybeus","Nectarinia_chalybea","no","Nectarinia chalybea","LINOLI01 Nectarinia chalybea"
"1094","Nectarinia chalybea","Cinnyris chalybeus","CYAOLI04","PV25aL","Plasmodium","Cinnyris chalybeus","Nectarinia_chalybea","no","Nectarinia chalybea","CYAOLI04 Nectarinia chalybea"
"1095","Nectarinia chloropygia","Cinnyris chloropygius","CINCHL01","","Plasmodium","Cinnyris chloropygius","Nectarinia_chloropygia","no","Nectarinia chloropygia","CINCHL01 Nectarinia chloropygia"
"1096","Nectarinia chloropygia","Cinnyris chloropygius","PYSUN1","P29","Plasmodium","Cinnyris chloropygius","Nectarinia_chloropygia","no","Nectarinia chloropygia","PYSUN1 Nectarinia chloropygia"
"1097","Nectarinia coquerellii","Cinnyris coquerellii","CINCOQ01","P20","Plasmodium","Cinnyris coquerellii","Nectarinia_coquerellii","no","Nectarinia coquerellii","CINCOQ01 Nectarinia coquerellii"
"1098","Nectarinia cyanolaema","Cyanomitra cyanolaema","RECOB4","","Plasmodium","Cyanomitra cyanolaema","Nectarinia_cyanolaema","no","Nectarinia cyanolaema","RECOB4 Nectarinia cyanolaema"
"1099","Nectarinia famosa","Nectarinia famosa","LINOLI01","P16","Plasmodium","Nectarinia famosa","Nectarinia_famosa","yes","Nectarinia famosa","LINOLI01 Nectarinia famosa"
"1100","Nectarinia humbloti","Nectarinia humbloti","GRW04","P15","Plasmodium","Nectarinia humbloti","Nectarinia_humbloti","yes","Nectarinia humbloti","GRW04 Nectarinia humbloti"
"1101","Nectarinia ludovicensis","Cinnyris ludovicensis","COLL7","P31","Plasmodium","Cinnyris ludovicensis","Nectarinia_ludovicensis","no","Nectarinia ludovicensis","COLL7 Nectarinia ludovicensis"
"1102","Nectarinia notata","Nectarinia notata","NENOT04","","Haemoproteus","Nectarinia notata","Nectarinia_notata","yes","Nectarinia notata","NENOT04 Nectarinia notata"
"1103","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI02","P49","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI02 Nectarinia olivacea"
"1104","Nectarinia olivacea","Cyanomitra olivacea","PLACAS02","PV23L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PLACAS02 Nectarinia olivacea"
"1105","Nectarinia olivacea","Cyanomitra olivacea","RECOB4","","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","RECOB4 Nectarinia olivacea"
"1106","Nectarinia olivacea","Cyanomitra olivacea","PHICT01","PV1L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PHICT01 Nectarinia olivacea"
"1107","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI10","PV30","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI10 Nectarinia olivacea"
"1108","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI09","pCYOL2","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI09 Nectarinia olivacea"
"1109","Nectarinia olivacea","Cyanomitra olivacea","GRW09","P46","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","GRW09 Nectarinia olivacea"
"1110","Nectarinia olivacea","Cyanomitra olivacea","AEMO01","P_AFRO10/P_AEMO01","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","AEMO01 Nectarinia olivacea"
"1111","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI12","PV19L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI12 Nectarinia olivacea"
"1112","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI01","P38","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI01 Nectarinia olivacea"
"1113","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI11","PV27L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI11 Nectarinia olivacea"
"1114","Nectarinia olivacea","Cyanomitra olivacea","PYSUN1","P29","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PYSUN1 Nectarinia olivacea"
"1115","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI05","HV2L","Haemoproteus","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI05 Nectarinia olivacea"
"1116","Nectarinia olivacea","Cyanomitra olivacea","GRW06","P_GRW06","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","GRW06 Nectarinia olivacea"
"1117","Nectarinia olivacea","Cyanomitra olivacea","NEOBS01","PV16aL,PV16bL,PV16L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","NEOBS01 Nectarinia olivacea"
"1118","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI04","WA35","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI04 Nectarinia olivacea"
"1119","Nectarinia olivacea","Cyanomitra olivacea","PLOPRI01","PV13L,PV26L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PLOPRI01 Nectarinia olivacea"
"1120","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI03","WAH14","Haemoproteus","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI03 Nectarinia olivacea"
"1121","Nectarinia olivacea","Cyanomitra olivacea","CYAOLI06","HV4L","Haemoproteus","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI06 Nectarinia olivacea"
"1122","Nectarinia rubescens","Chalcomitra rubescens","GRW09","P46","Plasmodium","Chalcomitra rubescens","Nectarinia_rubescens","no","Nectarinia rubescens","GRW09 Nectarinia rubescens"
"1123","Nectarinia seimundi","Anthreptes seimundi","RECOB4","","Plasmodium","Anthreptes seimundi","Nectarinia_seimundi","no","Nectarinia seimundi","RECOB4 Nectarinia seimundi"
"1124","Nectarinia senegalensis","Chalcomitra senegalensis","CYAOLI04","","Plasmodium","Chalcomitra senegalensis","Nectarinia_senegalensis","no","Nectarinia senegalensis","CYAOLI04 Nectarinia senegalensis"
"1125","Nectarinia senegalensis","Chalcomitra senegalensis","RECOB4","","Plasmodium","Chalcomitra senegalensis","Nectarinia_senegalensis","no","Nectarinia senegalensis","RECOB4 Nectarinia senegalensis"
"1126","Nectarinia sovimanga","Cinnyris souimanga","CINCOQ01","P20","Plasmodium","Cinnyris souimanga","Nectarinia_sovimanga","no","Nectarinia sovimanga","CINCOQ01 Nectarinia sovimanga"
"1127","Nectarinia verticalis","Cyanomitra verticalis","GRW09","WA10,WA9","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","GRW09 Nectarinia verticalis"
"1128","Nectarinia verticalis","Cyanomitra verticalis","CYAOLI04","PV25aL,PV25bL","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","CYAOLI04 Nectarinia verticalis"
"1129","Nectarinia verticalis","Cyanomitra verticalis","RECOB4","","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","RECOB4 Nectarinia verticalis"
"1130","Nectarinia verticalis","Cyanomitra verticalis","PYSUN1","PV15,PV15a","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","PYSUN1 Nectarinia verticalis"
"1131","Nectarinia violacea","Anthobaphes violacea","LINOLI01","P16","Plasmodium","Anthobaphes violacea","Nectarinia_violacea","no","Nectarinia violacea","LINOLI01 Nectarinia violacea"
"1132","Nectarinia violacea","Anthobaphes violacea","CINCHA01","PV41","Plasmodium","Anthobaphes violacea","Nectarinia_violacea","no","Nectarinia violacea","CINCHA01 Nectarinia violacea"
"1133","Neocossyphus poensis","Neocossyphus poensis","GRW09","P46","Plasmodium","Neocossyphus poensis","Neocossyphus_poensis","yes","Neocossyphus poensis","GRW09 Neocossyphus poensis"
"1134","Neocossyphus poensis","Neocossyphus poensis","COLL2","","Haemoproteus","Neocossyphus poensis","Neocossyphus_poensis","yes","Neocossyphus poensis","COLL2 Neocossyphus poensis"
"1135","Neocossyphus rufus","Neocossyphus rufus","GRW09","P46","Plasmodium","Neocossyphus rufus","Neocossyphus_rufus","yes","Neocossyphus rufus","GRW09 Neocossyphus rufus"
"1136","Neothraupis fasciata","Neothraupis fasciata","PADOM09","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","PADOM09 Neothraupis fasciata"
"1137","Neothraupis fasciata","Neothraupis fasciata","PADOM17","FURLEU01","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","PADOM17 Neothraupis fasciata"
"1138","Neothraupis fasciata","Neothraupis fasciata","NEOFAS05","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","NEOFAS05 Neothraupis fasciata"
"1139","Neothraupis fasciata","Neothraupis fasciata","DENPET03","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","DENPET03 Neothraupis fasciata"
"1140","Neothraupis fasciata","Neothraupis fasciata","NEOFAS01","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","NEOFAS01 Neothraupis fasciata"
"1141","Neothraupis fasciata","Neothraupis fasciata","PADOM11","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","PADOM11 Neothraupis fasciata"
"1142","Nesillas typica","Nesillas typica","GRW04","P_Mosquito_132","Plasmodium","Nesillas typica","Nesillas_typica","yes","Nesillas typica","GRW04 Nesillas typica"
"1143","Nesillas typica","Nesillas typica","GRW09","P_PV12","Plasmodium","Nesillas typica","Nesillas_typica","yes","Nesillas typica","GRW09 Nesillas typica"
"1144","Nesillas typica","Nesillas typica","URANO02","H_Uan1","Haemoproteus","Nesillas typica","Nesillas_typica","yes","Nesillas typica","URANO02 Nesillas typica"
"1145","Nicator chloris","Nicator chloris","GRW09","P46","Plasmodium","Nicator chloris","Nicator_chloris","yes","Nicator chloris","GRW09 Nicator chloris"
"1146","Niltava sundara","Niltava sundara","ALARV04","","Plasmodium","Niltava sundara","Niltava_sundara","yes","Niltava sundara","ALARV04 Niltava sundara"
"1147","Niltava sundara","Niltava sundara","NILSUN01","P48","Plasmodium","Niltava sundara","Niltava_sundara","yes","Niltava sundara","NILSUN01 Niltava sundara"
"1148","Ninox scutulata","Ninox scutulata","NINOX08","","Leucocytozoon","Ninox scutulata","Ninox_scutulata","yes","Ninox scutulata","NINOX08 Ninox scutulata"
"1149","Ninox scutulata","Ninox scutulata","NINOX07","","Haemoproteus","Ninox scutulata","Ninox_scutulata","yes","Ninox scutulata","NINOX07 Ninox scutulata"
"1150","Nystalus chacuru","Nystalus chacuru","NYSMAC03","","Haemoproteus","Nystalus chacuru","Nystalus_chacuru","yes","Nystalus chacuru","NYSMAC03 Nystalus chacuru"
"1151","Nystalus maculatus","Nystalus maculatus","NYSMAC01","","Haemoproteus","Nystalus maculatus","Nystalus_maculatus","yes","Nystalus maculatus","NYSMAC01 Nystalus maculatus"
