"","tip","species","Lineage_Name","Alt_Lineage_Name","parasiteGenus","mal_original","Jetz.species","match","Scientific","id"
"443","Coryphospingus pileatus","Coryphospingus pileatus","PADOM11","PADOM11","Plasmodium","Coryphospingus pileatus","Coryphospingus_pileatus","yes","Coryphospingus pileatus","PADOM11 Coryphospingus pileatus"
"444","Coryphospingus pileatus","Coryphospingus pileatus","PADOM17","FURLEU01","Plasmodium","Coryphospingus pileatus","Coryphospingus_pileatus","yes","Coryphospingus pileatus","PADOM17 Coryphospingus pileatus"
"445","Coryphospingus pileatus","Coryphospingus pileatus","BAHYP01","BAHYP01","Plasmodium","Coryphospingus pileatus","Coryphospingus_pileatus","yes","Coryphospingus pileatus","BAHYP01 Coryphospingus pileatus"
"446","Coryphospingus pileatus","Coryphospingus pileatus","CORPIL01","","Plasmodium","Coryphospingus pileatus","Coryphospingus_pileatus","yes","Coryphospingus pileatus","CORPIL01 Coryphospingus pileatus"
"447","Coryphospingus pileatus","Coryphospingus pileatus","CORPIL02","","Plasmodium","Coryphospingus pileatus","Coryphospingus_pileatus","yes","Coryphospingus pileatus","CORPIL02 Coryphospingus pileatus"
"448","Cossypha niveicapilla","Cossypha niveicapilla","GRW09","P46","Plasmodium","Cossypha niveicapilla","Cossypha_niveicapilla","yes","Cossypha niveicapilla","GRW09 Cossypha niveicapilla"
"449","Coturnix coturnix","Coturnix coturnix","COTCOT01","","Plasmodium","Coturnix coturnix","Coturnix_coturnix","yes","Coturnix coturnix","COTCOT01 Coturnix coturnix"
"450","Coturnix coturnix","Coturnix coturnix","MW1","","Haemoproteus","Coturnix coturnix","Coturnix_coturnix","yes","Coturnix coturnix","MW1 Coturnix coturnix"
"451","Cracticus louisiadensis","Cracticus louisiadensis","CRALOU01","","Haemoproteus","Cracticus louisiadensis","Cracticus_louisiadensis","yes","Cracticus louisiadensis","CRALOU01 Cracticus louisiadensis"
"452","Creagrus furcatus","Creagrus furcatus","CREFUR01","","Haemoproteus","Creagrus furcatus","Creagrus_furcatus","yes","Creagrus furcatus","CREFUR01 Creagrus furcatus"
"453","Creurgops verticalis","Creurgops verticalis","ANAPAR01","DYSMEN02","Haemoproteus","Creurgops verticalis",NA,NA,"Creurgops verticalis","ANAPAR01 Creurgops verticalis"
"454","Creurgops verticalis","Creurgops verticalis","GEOTRI02","","Plasmodium","Creurgops verticalis",NA,NA,"Creurgops verticalis","GEOTRI02 Creurgops verticalis"
"455","Crex crex","Crex crex","CRECRE01","CRECRE1","Plasmodium","Crex crex","Crex_crex","yes","Crex crex","CRECRE01 Crex crex"
"456","Crex crex","Crex crex","SYBOR10","","Plasmodium","Crex crex","Crex_crex","yes","Crex crex","SYBOR10 Crex crex"
"457","Crex crex","Crex crex","CIAE02","","Leucocytozoon","Crex crex","Crex_crex","yes","Crex crex","CIAE02 Crex crex"
"458","Crex crex","Crex crex","SW2","","Plasmodium","Crex crex","Crex_crex","yes","Crex crex","SW2 Crex crex"
"459","Crinifer piscator","Crinifer piscator","CRIPIS01","","Leucocytozoon","Crinifer piscator","Crinifer_piscator","yes","Crinifer piscator","CRIPIS01 Crinifer piscator"
"460","Criniger calurus","Criniger calurus","GRW09","P46","Plasmodium","Criniger calurus","Criniger_calurus","yes","Criniger calurus","GRW09 Criniger calurus"
"461","Criniger chloronotus","Criniger chloronotus","GRW09","P46","Plasmodium","Criniger chloronotus","Criniger_chloronotus","yes","Criniger chloronotus","GRW09 Criniger chloronotus"
"462","Cryptospiza reichenovii","Cryptospiza reichenovii","AFR223","","Leucocytozoon","Cryptospiza reichenovii","Cryptospiza_reichenovii","yes","Cryptospiza reichenovii","AFR223 Cryptospiza reichenovii"
"463","Crypturellus obsoletus","Crypturellus obsoletus","ANIFLA01","","Haemoproteus","Crypturellus obsoletus",NA,NA,"Crypturellus obsoletus","ANIFLA01 Crypturellus obsoletus"
"464","Cuculus solitarius","Cuculus solitarius","VIMWE1","","Haemoproteus","Cuculus solitarius",NA,NA,"Cuculus solitarius","VIMWE1 Cuculus solitarius"
"465","Curaeus curaeus","Curaeus curaeus","CURCUR01","","Plasmodium","Curaeus curaeus","Curaeus_curaeus","yes","Curaeus curaeus","CURCUR01 Curaeus curaeus"
"466","Cyanocitta cristata","Cyanocitta cristata","CB1","","Leucocytozoon","Cyanocitta cristata",NA,NA,"Cyanocitta cristata","CB1 Cyanocitta cristata"
"467","Cyanocitta stelleri","Cyanocitta stelleri","CYASTE05","","Haemoproteus","Cyanocitta stelleri","Cyanocitta_stelleri","yes","Cyanocitta stelleri","CYASTE05 Cyanocitta stelleri"
"468","Cyanocitta stelleri","Cyanocitta stelleri","CYASTE07","","Leucocytozoon","Cyanocitta stelleri","Cyanocitta_stelleri","yes","Cyanocitta stelleri","CYASTE07 Cyanocitta stelleri"
"469","Cyanopica cyanus","Cyanopica cooki","SGS1","H011","Plasmodium","Cyanopica cooki","Cyanopica_cyanus","no","Cyanopica cyanus","SGS1 Cyanopica cyanus"
"470","Cyanoramphus novaezelandiae","Cyanoramphus novaezelandiae","TUPHI01","","Haemoproteus","Cyanoramphus novaezelandiae",NA,NA,"Cyanoramphus novaezelandiae","TUPHI01 Cyanoramphus novaezelandiae"
"471","Cyclarhis gujanensis","Cyclarhis gujanensis","VIOLI06","","Haemoproteus","Cyclarhis gujanensis","Cyclarhis_gujanensis","yes","Cyclarhis gujanensis","VIOLI06 Cyclarhis gujanensis"
"472","Cyclarhis gujanensis","Cyclarhis gujanensis","VIOLI12","","Haemoproteus","Cyclarhis gujanensis","Cyclarhis_gujanensis","yes","Cyclarhis gujanensis","VIOLI12 Cyclarhis gujanensis"
"473","Cyclarhis gujanensis","Cyclarhis gujanensis","COLL4","","Plasmodium","Cyclarhis gujanensis","Cyclarhis_gujanensis","yes","Cyclarhis gujanensis","COLL4 Cyclarhis gujanensis"
"474","Cygnus columbianus","Cygnus columbianus","TUSW02","TUSW02","Leucocytozoon","Cygnus columbianus","Cygnus_columbianus","yes","Cygnus columbianus","TUSW02 Cygnus columbianus"
"475","Cygnus columbianus","Cygnus columbianus","TUSW04","TUSW04","Leucocytozoon","Cygnus columbianus","Cygnus_columbianus","yes","Cygnus columbianus","TUSW04 Cygnus columbianus"
"476","Cygnus columbianus","Cygnus columbianus","TUSW08","TUSW08","Haemoproteus","Cygnus columbianus","Cygnus_columbianus","yes","Cygnus columbianus","TUSW08 Cygnus columbianus"
"477","Cygnus columbianus","Cygnus columbianus","CYGNUS01","43","Haemoproteus","Cygnus columbianus","Cygnus_columbianus","yes","Cygnus columbianus","CYGNUS01 Cygnus columbianus"
"478","Cygnus columbianus","Cygnus columbianus","TUSW06","TUSW06","Haemoproteus","Cygnus columbianus","Cygnus_columbianus","yes","Cygnus columbianus","TUSW06 Cygnus columbianus"
"479","Cygnus columbianus","Cygnus columbianus","TUSW03","TUSW03","Leucocytozoon","Cygnus columbianus","Cygnus_columbianus","yes","Cygnus columbianus","TUSW03 Cygnus columbianus"
"480","Cygnus columbianus","Cygnus columbianus","TUSW01","TUSW01","Leucocytozoon","Cygnus columbianus","Cygnus_columbianus","yes","Cygnus columbianus","TUSW01 Cygnus columbianus"
"481","Cyphorhinus arada","Cyphorhinus arada","DENPET03","","Plasmodium","Cyphorhinus arada","Cyphorhinus_arada","yes","Cyphorhinus arada","DENPET03 Cyphorhinus arada"
"482","Cypsnagra hirundinacea","Cypsnagra hirundinacea","DENPET03","","Plasmodium","Cypsnagra hirundinacea","Cypsnagra_hirundinacea","yes","Cypsnagra hirundinacea","DENPET03 Cypsnagra hirundinacea"
"483","Cypsnagra hirundinacea","Cypsnagra hirundinacea","CYPHIR03","","Haemoproteus","Cypsnagra hirundinacea","Cypsnagra_hirundinacea","yes","Cypsnagra hirundinacea","CYPHIR03 Cypsnagra hirundinacea"
"484","Dacnis lineata","Dacnis lineata","PSEGRI01","","Plasmodium","Dacnis lineata",NA,NA,"Dacnis lineata","PSEGRI01 Dacnis lineata"
"485","Dacnis lineata","Dacnis lineata","TANCHI01","","Haemoproteus","Dacnis lineata",NA,NA,"Dacnis lineata","TANCHI01 Dacnis lineata"
"486","Dacnis lineata","Dacnis lineata","BUL07","","Plasmodium","Dacnis lineata",NA,NA,"Dacnis lineata","BUL07 Dacnis lineata"
"487","Delichon urbicum","Delichon urbicum","DELURB2","Durb2","Haemoproteus","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","DELURB2 Delichon urbicum"
"488","Delichon urbicum","Delichon urbicum","DELURB3","Durb3","Haemoproteus","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","DELURB3 Delichon urbicum"
"489","Delichon urbicum","Delichon urbicum","HIRUS07","","Leucocytozoon","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","HIRUS07 Delichon urbicum"
"490","Delichon urbicum","Delichon urbicum","GRW11","","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","GRW11 Delichon urbicum"
"491","Delichon urbicum","Delichon urbicum","COLL6","","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","COLL6 Delichon urbicum"
"492","Delichon urbicum","Delichon urbicum","GRW04","","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","GRW04 Delichon urbicum"
"493","Delichon urbicum","Delichon urbicum","GRW02","","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","GRW02 Delichon urbicum"
"494","Delichon urbicum","Delichon urbicum","DELURB5","Durb5","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","DELURB5 Delichon urbicum"
"495","Delichon urbicum","Delichon urbicum","DELURB1","Durb1","Haemoproteus","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","DELURB1 Delichon urbicum"
"496","Delichon urbicum","Delichon urbicum","SGS1","","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","SGS1 Delichon urbicum"
"497","Delichon urbicum","Delichon urbicum","PARUS19","","Leucocytozoon","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","PARUS19 Delichon urbicum"
"498","Delichon urbicum","Delichon urbicum","GRW09","","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","GRW09 Delichon urbicum"
"499","Delichon urbicum","Delichon urbicum","DELURB6","","Plasmodium","Delichon urbicum","Delichon_urbicum","yes","Delichon urbicum","DELURB6 Delichon urbicum"
"500","Dendrocincla fuliginosa","Dendrocincla fuliginosa","GLYSPI06","","Plasmodium","Dendrocincla fuliginosa","Dendrocincla_fuliginosa","yes","Dendrocincla fuliginosa","GLYSPI06 Dendrocincla fuliginosa"
"501","Dendrocincla merula","Dendrocincla merula","GRW06","","Plasmodium","Dendrocincla merula","Dendrocincla_merula","yes","Dendrocincla merula","GRW06 Dendrocincla merula"
"502","Dendroica coronata","Dendroica coronata","DENPEN02","OZ07SL23","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","DENPEN02 Dendroica coronata"
"503","Dendroica coronata","Dendroica coronata","PASILI01","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","PASILI01 Dendroica coronata"
"504","Dendroica coronata","Dendroica coronata","COLBF21","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","COLBF21 Dendroica coronata"
"505","Dendroica coronata","Dendroica coronata","DUMCAR01","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","DUMCAR01 Dendroica coronata"
"506","Dendroica coronata","Dendroica coronata","SETAUD25","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SETAUD25 Dendroica coronata"
"507","Dendroica coronata","Dendroica coronata","EMPALN01","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","EMPALN01 Dendroica coronata"
"508","Dendroica coronata","Dendroica coronata","CB1","ICBI,L fringillinarum,L.AK04","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","CB1 Dendroica coronata"
"509","Dendroica coronata","Dendroica coronata","SETAUD08","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SETAUD08 Dendroica coronata"
"510","Dendroica coronata","Dendroica coronata","SETCOR07","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SETCOR07 Dendroica coronata"
"511","Dendroica coronata","Dendroica coronata","CAMRUB03","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","CAMRUB03 Dendroica coronata"
"512","Dendroica coronata","Dendroica coronata","CATUST14","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","CATUST14 Dendroica coronata"
"513","Dendroica coronata","Dendroica coronata","TABI02","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","TABI02 Dendroica coronata"
"514","Dendroica coronata","Dendroica coronata","TABI09","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","TABI09 Dendroica coronata"
"515","Dendroica coronata","Dendroica coronata","SETCOR01","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SETCOR01 Dendroica coronata"
"516","Dendroica coronata","Dendroica coronata","SETAUD05","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SETAUD05 Dendroica coronata"
"517","Dendroica coronata","Dendroica coronata","SEIAUR01","","Plasmodium","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SEIAUR01 Dendroica coronata"
"518","Dendroica coronata","Dendroica coronata","LAIRI01","","Plasmodium","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","LAIRI01 Dendroica coronata"
"519","Dendroica coronata","Dendroica coronata","WW3","","Plasmodium","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","WW3 Dendroica coronata"
"520","Dendroica coronata","Dendroica coronata","SETAUD15","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SETAUD15 Dendroica coronata"
"521","Dendroica coronata","Dendroica coronata","CATUST05","","Plasmodium","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","CATUST05 Dendroica coronata"
"522","Dendroica coronata","Dendroica coronata","CNEORN01","L Co1,L smokies","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","CNEORN01 Dendroica coronata"
"523","Dendroica coronata","Dendroica coronata","EMPHAM01","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","EMPHAM01 Dendroica coronata"
"524","Dendroica coronata","Dendroica coronata","COLBF25","","Leucocytozoon","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","COLBF25 Dendroica coronata"
"525","Dendroica coronata","Dendroica coronata","SETAUD14","","Haemoproteus","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","SETAUD14 Dendroica coronata"
"526","Dendroica coronata","Dendroica coronata","BT7","P43","Plasmodium","Dendroica coronata","Dendroica_coronata","yes","Dendroica coronata","BT7 Dendroica coronata"
"527","Dendroica dominica","Dendroica dominica","TABI02","2","Haemoproteus","Dendroica dominica","Dendroica_dominica","yes","Dendroica dominica","TABI02 Dendroica dominica"
"528","Dendroica magnolia","Dendroica magnolia","GEOTRI01","","Plasmodium","Dendroica magnolia","Dendroica_magnolia","yes","Dendroica magnolia","GEOTRI01 Dendroica magnolia"
"529","Dendroica pensylvanica","Dendroica pensylvanica","DENPEN02","32","Haemoproteus","Dendroica pensylvanica","Dendroica_pensylvanica","yes","Dendroica pensylvanica","DENPEN02 Dendroica pensylvanica"
"530","Dendroica petechia","Setophaga petechia","MYITYR01","","Plasmodium","Setophaga petechia","Dendroica_petechia","no","Dendroica petechia","MYITYR01 Dendroica petechia"
"531","Dendroica petechia","Setophaga petechia","CB1","ICBI,L fringillinarum,L.AK04","Leucocytozoon","Setophaga petechia","Dendroica_petechia","no","Dendroica petechia","CB1 Dendroica petechia"
"532","Dendroica petechia","Setophaga petechia","CNEORN01","SASP_CA_ELW_8L","Leucocytozoon","Setophaga petechia","Dendroica_petechia","no","Dendroica petechia","CNEORN01 Dendroica petechia"
"533","Dendroica plumbea","Dendroica plumbea","MASTR01","","Plasmodium","Dendroica plumbea",NA,NA,"Dendroica plumbea","MASTR01 Dendroica plumbea"
"534","Dendroica plumbea","Dendroica plumbea","TURMER01","","Haemoproteus","Dendroica plumbea",NA,NA,"Dendroica plumbea","TURMER01 Dendroica plumbea"
"535","Dendroica plumbea","Dendroica plumbea","PADOM09","","Plasmodium","Dendroica plumbea",NA,NA,"Dendroica plumbea","PADOM09 Dendroica plumbea"
"536","Dendroica plumbea","Dendroica plumbea","PADOM11","","Plasmodium","Dendroica plumbea",NA,NA,"Dendroica plumbea","PADOM11 Dendroica plumbea"
"537","Dendroica plumbea","Dendroica plumbea","ICTCAY01","","Plasmodium","Dendroica plumbea",NA,NA,"Dendroica plumbea","ICTCAY01 Dendroica plumbea"
"538","Dendroica plumbea","Dendroica plumbea","TUMIG03","","Plasmodium","Dendroica plumbea",NA,NA,"Dendroica plumbea","TUMIG03 Dendroica plumbea"
"539","Dendroica striata","Setophaga striata","CNEORN01","","Leucocytozoon","Setophaga striata","Dendroica_striata","no","Dendroica striata","CNEORN01 Dendroica striata"
"540","Dendroica striata","Setophaga striata","COLBF21","","Leucocytozoon","Setophaga striata","Dendroica_striata","no","Dendroica striata","COLBF21 Dendroica striata"
"541","Dendroica striata","Setophaga striata","TUMIG12","","Leucocytozoon","Setophaga striata","Dendroica_striata","no","Dendroica striata","TUMIG12 Dendroica striata"
"542","Dendroica striata","Setophaga striata","CB1","","Leucocytozoon","Setophaga striata","Dendroica_striata","no","Dendroica striata","CB1 Dendroica striata"
"543","Dichrozona cincta","Dichrozona cincta","THAMAE01","","Plasmodium","Dichrozona cincta","Dichrozona_cincta","yes","Dichrozona cincta","THAMAE01 Dichrozona cincta"
"544","Dicrurus adsimilis","Dicrurus adsimilis","GRW09","P46","Plasmodium","Dicrurus adsimilis","Dicrurus_adsimilis","yes","Dicrurus adsimilis","GRW09 Dicrurus adsimilis"
"545","Diglossa brunneiventris","Diglossa brunneiventris","CATANA01","","Haemoproteus","Diglossa brunneiventris",NA,NA,"Diglossa brunneiventris","CATANA01 Diglossa brunneiventris"
"546","Diglossa brunneiventris","Diglossa brunneiventris","ZOCAP17","","Haemoproteus","Diglossa brunneiventris",NA,NA,"Diglossa brunneiventris","ZOCAP17 Diglossa brunneiventris"
"547","Diglossa brunneiventris","Diglossa brunneiventris","TROAED06","","Leucocytozoon","Diglossa brunneiventris",NA,NA,"Diglossa brunneiventris","TROAED06 Diglossa brunneiventris"
"548","Diglossa caerulescens","Diglossopis caerulescens","BAEBIC02","","Plasmodium","Diglossopis caerulescens","Diglossa_caerulescens","no","Diglossa caerulescens","BAEBIC02 Diglossa caerulescens"
"549","Diglossa caerulescens","Diglossopis caerulescens","DIGLAF01","","Plasmodium","Diglossopis caerulescens","Diglossa_caerulescens","no","Diglossa caerulescens","DIGLAF01 Diglossa caerulescens"
"550","Diglossa cyanea","Diglossa cyanea","DIGLAF01","DIALB01","Plasmodium","Diglossa cyanea","Diglossa_cyanea","yes","Diglossa cyanea","DIGLAF01 Diglossa cyanea"
"551","Diglossa cyanea","Diglossa cyanea","DIGCYA01","SA19","Haemoproteus","Diglossa cyanea","Diglossa_cyanea","yes","Diglossa cyanea","DIGCYA01 Diglossa cyanea"
"552","Diglossa cyanea","Diglossa cyanea","DIGCYA03","SA20","Haemoproteus","Diglossa cyanea","Diglossa_cyanea","yes","Diglossa cyanea","DIGCYA03 Diglossa cyanea"
"553","Diglossa cyanea","Diglossa cyanea","TROAED15","SA15,SA16","Haemoproteus","Diglossa cyanea","Diglossa_cyanea","yes","Diglossa cyanea","TROAED15 Diglossa cyanea"
"554","Diglossa cyanea","Diglossa cyanea","TROAED20","","Haemoproteus","Diglossa cyanea","Diglossa_cyanea","yes","Diglossa cyanea","TROAED20 Diglossa cyanea"
"555","Diglossa cyanea","Diglossa cyanea","DIGCYA02","SA23","Plasmodium","Diglossa cyanea","Diglossa_cyanea","yes","Diglossa cyanea","DIGCYA02 Diglossa cyanea"
"556","Diglossa humeralis","Diglossa humeralis","MYFUM01","L-T011","Leucocytozoon","Diglossa humeralis","Diglossa_humeralis","yes","Diglossa humeralis","MYFUM01 Diglossa humeralis"
"557","Diglossa lafresnayii","Diglossa lafresnayii","DIGLAF01","DIALB01","Plasmodium","Diglossa lafresnayii","Diglossa_lafresnayii","yes","Diglossa lafresnayii","DIGLAF01 Diglossa lafresnayii"
"558","Diuca diuca","Diuca diuca","DIUDIU12","H01","Haemoproteus","Diuca diuca","Diuca_diuca","yes","Diuca diuca","DIUDIU12 Diuca diuca"
"559","Diuca diuca","Diuca diuca","DIUDIU11","","Leucocytozoon","Diuca diuca","Diuca_diuca","yes","Diuca diuca","DIUDIU11 Diuca diuca"
"560","Diuca diuca","Diuca diuca","DIUDIU05","","Haemoproteus","Diuca diuca","Diuca_diuca","yes","Diuca diuca","DIUDIU05 Diuca diuca"
"561","Dolichonyx oryzivorus","Dolichonyx oryzivorus","PADOM09","","Plasmodium","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","yes","Dolichonyx oryzivorus","PADOM09 Dolichonyx oryzivorus"
"562","Dolichonyx oryzivorus","Dolichonyx oryzivorus","PADOM17","","Plasmodium","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","yes","Dolichonyx oryzivorus","PADOM17 Dolichonyx oryzivorus"
"563","Dolichonyx oryzivorus","Dolichonyx oryzivorus","DENPET03","","Plasmodium","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","yes","Dolichonyx oryzivorus","DENPET03 Dolichonyx oryzivorus"
"564","Dolichonyx oryzivorus","Dolichonyx oryzivorus","ICTLEU01","","Haemoproteus","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","yes","Dolichonyx oryzivorus","ICTLEU01 Dolichonyx oryzivorus"
"565","Dolichonyx oryzivorus","Dolichonyx oryzivorus","PADOM11","","Plasmodium","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","yes","Dolichonyx oryzivorus","PADOM11 Dolichonyx oryzivorus"
"566","Dolichonyx oryzivorus","Dolichonyx oryzivorus","SEIAUR01","","Plasmodium","Dolichonyx oryzivorus","Dolichonyx_oryzivorus","yes","Dolichonyx oryzivorus","SEIAUR01 Dolichonyx oryzivorus"
"567","Drymophila caudata","Drymophila caudata","TROAED02","ZONCAP015","Leucocytozoon","Drymophila caudata",NA,NA,"Drymophila caudata","TROAED02 Drymophila caudata"
"568","Drymophila caudata","Drymophila caudata","SPMAG08","","Plasmodium","Drymophila caudata",NA,NA,"Drymophila caudata","SPMAG08 Drymophila caudata"
"569","Dumetella carolinensis","Dumetella carolinensis","GEOTRI09","","Plasmodium","Dumetella carolinensis","Dumetella_carolinensis","yes","Dumetella carolinensis","GEOTRI09 Dumetella carolinensis"
"570","Dumetella carolinensis","Dumetella carolinensis","DENPET03","","Plasmodium","Dumetella carolinensis","Dumetella_carolinensis","yes","Dumetella carolinensis","DENPET03 Dumetella carolinensis"
"571","Dumetella carolinensis","Dumetella carolinensis","DUMCAR01","","Leucocytozoon","Dumetella carolinensis","Dumetella_carolinensis","yes","Dumetella carolinensis","DUMCAR01 Dumetella carolinensis"
"572","Dumetella carolinensis","Dumetella carolinensis","DUMCAR02","","Leucocytozoon","Dumetella carolinensis","Dumetella_carolinensis","yes","Dumetella carolinensis","DUMCAR02 Dumetella carolinensis"
"573","Dumetella carolinensis","Dumetella carolinensis","PADOM11","","Plasmodium","Dumetella carolinensis","Dumetella_carolinensis","yes","Dumetella carolinensis","PADOM11 Dumetella carolinensis"
"574","Dumetella carolinensis","Dumetella carolinensis","MAFUS02","20","Haemoproteus","Dumetella carolinensis","Dumetella_carolinensis","yes","Dumetella carolinensis","MAFUS02 Dumetella carolinensis"
"575","Dysithamnus mentalis","Dysithamnus mentalis","DYSMEN05","","Plasmodium","Dysithamnus mentalis","Dysithamnus_mentalis","yes","Dysithamnus mentalis","DYSMEN05 Dysithamnus mentalis"
"576","Dysithamnus mentalis","Dysithamnus mentalis","ANAPAR01","DYSMEN02","Haemoproteus","Dysithamnus mentalis","Dysithamnus_mentalis","yes","Dysithamnus mentalis","ANAPAR01 Dysithamnus mentalis"
"577","Dysithamnus mentalis","Dysithamnus mentalis","TROAED22","","Plasmodium","Dysithamnus mentalis","Dysithamnus_mentalis","yes","Dysithamnus mentalis","TROAED22 Dysithamnus mentalis"
"578","Dysithamnus mentalis","Dysithamnus mentalis","DYSMEN04","","Plasmodium","Dysithamnus mentalis","Dysithamnus_mentalis","yes","Dysithamnus mentalis","DYSMEN04 Dysithamnus mentalis"
"579","Dysithamnus mentalis","Dysithamnus mentalis","DYSMEN03","","Plasmodium","Dysithamnus mentalis","Dysithamnus_mentalis","yes","Dysithamnus mentalis","DYSMEN03 Dysithamnus mentalis"
"580","Elaenia albiceps","Elaenia albiceps","DIUDIU11","","Leucocytozoon","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","DIUDIU11 Elaenia albiceps"
"581","Elaenia albiceps","Elaenia albiceps","MYISWA01","","Haemoproteus","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","MYISWA01 Elaenia albiceps"
"583","Elaenia albiceps","Elaenia albiceps","ELAALB02","","Leucocytozoon","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","ELAALB02 Elaenia albiceps"
"584","Elaenia albiceps","Elaenia albiceps","GEOTRI02","","Plasmodium","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","GEOTRI02 Elaenia albiceps"
"585","Elaenia albiceps","Elaenia albiceps","PHPAT01","","Plasmodium","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","PHPAT01 Elaenia albiceps"
"586","Elaenia albiceps","Elaenia albiceps","ELAALB05","ELAALB03","Leucocytozoon","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","ELAALB05 Elaenia albiceps"
"587","Elaenia albiceps","Elaenia albiceps","PADOM09","ChP1","Plasmodium","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","PADOM09 Elaenia albiceps"
"588","Elaenia albiceps","Elaenia albiceps","ZOLPYR01","","Leucocytozoon","Elaenia albiceps","Elaenia_albiceps","yes","Elaenia albiceps","ZOLPYR01 Elaenia albiceps"
"590","Elaenia chiriquensis","Elaenia chiriquensis","MYISWA01","","Haemoproteus","Elaenia chiriquensis","Elaenia_chiriquensis","yes","Elaenia chiriquensis","MYISWA01 Elaenia chiriquensis"
"591","Elaenia cristata","Elaenia cristata","PADOM09","PADOM09","Plasmodium","Elaenia cristata","Elaenia_cristata","yes","Elaenia cristata","PADOM09 Elaenia cristata"
"592","Elaenia martinica","Elaenia martinica","PADOM09","","Plasmodium","Elaenia martinica",NA,NA,"Elaenia martinica","PADOM09 Elaenia martinica"
"593","Elaenia martinica","Elaenia martinica","GRW06","","Plasmodium","Elaenia martinica",NA,NA,"Elaenia martinica","GRW06 Elaenia martinica"
"594","Elaenia martinica","Elaenia martinica","PADOM11","","Plasmodium","Elaenia martinica",NA,NA,"Elaenia martinica","PADOM11 Elaenia martinica"
"595","Elaenia martinica","Elaenia martinica","ICTCAY01","","Plasmodium","Elaenia martinica",NA,NA,"Elaenia martinica","ICTCAY01 Elaenia martinica"
"596","Elaenia pallatangae","Elaenia pallatangae","TROAED20","","Haemoproteus","Elaenia pallatangae","Elaenia_pallatangae","yes","Elaenia pallatangae","TROAED20 Elaenia pallatangae"
