"","tip","X","species","Lineage_Name","Alt_Lineage_Name","parasiteGenus","mal_original","Jetz.species","match","Scientific","id","Species3","Order3"
"874","Myrmotherula axillaris",1084,"Myrmotherula axillaris","DETUR01","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","DETUR01 Myrmotherula axillaris","Myrmotherula axillaris","Passeriformes"
"875","Myrmotherula axillaris",1085,"Myrmotherula axillaris","MYRAXI09","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRAXI09 Myrmotherula axillaris","Myrmotherula axillaris","Passeriformes"
"876","Myrmotherula axillaris",1086,"Myrmotherula axillaris","MYRMAX01","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRMAX01 Myrmotherula axillaris","Myrmotherula axillaris","Passeriformes"
"877","Myrmotherula axillaris",1082,"Myrmotherula axillaris","MYRAXI03","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRAXI03 Myrmotherula axillaris","Myrmotherula axillaris","Passeriformes"
"878","Myrmotherula axillaris",1083,"Myrmotherula axillaris","MYRAXI01","","Plasmodium","Myrmotherula axillaris","Myrmotherula_axillaris","yes","Myrmotherula axillaris","MYRAXI01 Myrmotherula axillaris","Myrmotherula axillaris","Passeriformes"
"879","Myrmotherula hauxwelli",1087,"Myrmotherula hauxwelli","THAMAE01","","Plasmodium","Myrmotherula hauxwelli","Myrmotherula_hauxwelli","yes","Myrmotherula hauxwelli","THAMAE01 Myrmotherula hauxwelli","Myrmotherula hauxwelli","Passeriformes"
"880","Myrmotherula hauxwelli",1088,"Myrmotherula hauxwelli","ISLHAU01","","Plasmodium","Myrmotherula hauxwelli","Myrmotherula_hauxwelli","yes","Myrmotherula hauxwelli","ISLHAU01 Myrmotherula hauxwelli","Myrmotherula hauxwelli","Passeriformes"
"881","Myrmotherula longipennis",1089,"Myrmotherula longipennis","MYRAXI01","","Plasmodium","Myrmotherula longipennis","Myrmotherula_longipennis","yes","Myrmotherula longipennis","MYRAXI01 Myrmotherula longipennis","Myrmotherula longipennis","Passeriformes"
"882","Myrmotherula schisticolor",1090,"Myrmotherula schisticolor","MYRSCH01","","Plasmodium","Myrmotherula schisticolor",NA,NA,"Myrmotherula schisticolor","MYRSCH01 Myrmotherula schisticolor","Myrmotherula schisticolor","Passeriformes"
"883","Nectarinia amethystina",1091,"Chalcomitra amethystina","CHAAM01","PV45,PV45a","Plasmodium","Chalcomitra amethystina","Nectarinia_amethystina","no","Nectarinia amethystina","CHAAM01 Nectarinia amethystina","Nectarinia amethystina","Passeriformes"
"884","Nectarinia chalybea",1094,"Cinnyris chalybeus","CYAOLI04","PV25aL","Plasmodium","Cinnyris chalybeus","Nectarinia_chalybea","no","Nectarinia chalybea","CYAOLI04 Nectarinia chalybea","Nectarinia chalybea","Passeriformes"
"885","Nectarinia chalybea",1092,"Cinnyris chalybeus","CINCHA01","PV41","Plasmodium","Cinnyris chalybeus","Nectarinia_chalybea","no","Nectarinia chalybea","CINCHA01 Nectarinia chalybea","Nectarinia chalybea","Passeriformes"
"886","Nectarinia chalybea",1093,"Cinnyris chalybeus","LINOLI01","P16","Plasmodium","Cinnyris chalybeus","Nectarinia_chalybea","no","Nectarinia chalybea","LINOLI01 Nectarinia chalybea","Nectarinia chalybea","Passeriformes"
"887","Nectarinia chloropygia",1095,"Cinnyris chloropygius","CINCHL01","","Plasmodium","Cinnyris chloropygius","Nectarinia_chloropygia","no","Nectarinia chloropygia","CINCHL01 Nectarinia chloropygia","Nectarinia chloropygia","Passeriformes"
"888","Nectarinia chloropygia",1096,"Cinnyris chloropygius","PYSUN1","P29","Plasmodium","Cinnyris chloropygius","Nectarinia_chloropygia","no","Nectarinia chloropygia","PYSUN1 Nectarinia chloropygia","Nectarinia chloropygia","Passeriformes"
"889","Nectarinia coquerellii",1097,"Cinnyris coquerellii","CINCOQ01","P20","Plasmodium","Cinnyris coquerellii","Nectarinia_coquerellii","no","Nectarinia coquerellii","CINCOQ01 Nectarinia coquerellii","Nectarinia coquerellii","Passeriformes"
"890","Nectarinia cyanolaema",1098,"Cyanomitra cyanolaema","RECOB4","","Plasmodium","Cyanomitra cyanolaema","Nectarinia_cyanolaema","no","Nectarinia cyanolaema","RECOB4 Nectarinia cyanolaema","Nectarinia cyanolaema","Passeriformes"
"891","Nectarinia famosa",1099,"Nectarinia famosa","LINOLI01","P16","Plasmodium","Nectarinia famosa","Nectarinia_famosa","yes","Nectarinia famosa","LINOLI01 Nectarinia famosa","Nectarinia famosa","Passeriformes"
"892","Nectarinia humbloti",1100,"Nectarinia humbloti","GRW04","P15","Plasmodium","Nectarinia humbloti","Nectarinia_humbloti","yes","Nectarinia humbloti","GRW04 Nectarinia humbloti","Nectarinia humbloti","Passeriformes"
"893","Nectarinia ludovicensis",1101,"Cinnyris ludovicensis","COLL7","P31","Plasmodium","Cinnyris ludovicensis","Nectarinia_ludovicensis","no","Nectarinia ludovicensis","COLL7 Nectarinia ludovicensis","Nectarinia ludovicensis","Passeriformes"
"894","Nectarinia notata",1102,"Nectarinia notata","NENOT04","","Haemoproteus","Nectarinia notata","Nectarinia_notata","yes","Nectarinia notata","NENOT04 Nectarinia notata","Nectarinia notata","Passeriformes"
"895","Nectarinia olivacea",1103,"Cyanomitra olivacea","CYAOLI02","P49","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI02 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"896","Nectarinia olivacea",1104,"Cyanomitra olivacea","PLACAS02","PV23L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PLACAS02 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"897","Nectarinia olivacea",1107,"Cyanomitra olivacea","CYAOLI10","PV30","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI10 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"898","Nectarinia olivacea",1108,"Cyanomitra olivacea","CYAOLI09","pCYOL2","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI09 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"899","Nectarinia olivacea",1105,"Cyanomitra olivacea","RECOB4","","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","RECOB4 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"900","Nectarinia olivacea",1106,"Cyanomitra olivacea","PHICT01","PV1L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PHICT01 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"901","Nectarinia olivacea",1111,"Cyanomitra olivacea","CYAOLI12","PV19L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI12 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"902","Nectarinia olivacea",1112,"Cyanomitra olivacea","CYAOLI01","P38","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI01 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"903","Nectarinia olivacea",1113,"Cyanomitra olivacea","CYAOLI11","PV27L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI11 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"904","Nectarinia olivacea",1114,"Cyanomitra olivacea","PYSUN1","P29","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PYSUN1 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"905","Nectarinia olivacea",1115,"Cyanomitra olivacea","CYAOLI05","HV2L","Haemoproteus","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI05 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"906","Nectarinia olivacea",1116,"Cyanomitra olivacea","GRW06","P_GRW06","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","GRW06 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"907","Nectarinia olivacea",1117,"Cyanomitra olivacea","NEOBS01","PV16aL,PV16bL,PV16L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","NEOBS01 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"908","Nectarinia olivacea",1118,"Cyanomitra olivacea","CYAOLI04","WA35","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI04 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"909","Nectarinia olivacea",1119,"Cyanomitra olivacea","PLOPRI01","PV13L,PV26L","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","PLOPRI01 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"910","Nectarinia olivacea",1120,"Cyanomitra olivacea","CYAOLI03","WAH14","Haemoproteus","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI03 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"911","Nectarinia olivacea",1121,"Cyanomitra olivacea","CYAOLI06","HV4L","Haemoproteus","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","CYAOLI06 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"912","Nectarinia olivacea",1109,"Cyanomitra olivacea","GRW09","P46","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","GRW09 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"913","Nectarinia olivacea",1110,"Cyanomitra olivacea","AEMO01","P_AFRO10/P_AEMO01","Plasmodium","Cyanomitra olivacea","Nectarinia_olivacea","no","Nectarinia olivacea","AEMO01 Nectarinia olivacea","Nectarinia olivacea","Passeriformes"
"914","Nectarinia rubescens",1122,"Chalcomitra rubescens","GRW09","P46","Plasmodium","Chalcomitra rubescens","Nectarinia_rubescens","no","Nectarinia rubescens","GRW09 Nectarinia rubescens","Nectarinia rubescens","Passeriformes"
"915","Nectarinia seimundi",1123,"Anthreptes seimundi","RECOB4","","Plasmodium","Anthreptes seimundi","Nectarinia_seimundi","no","Nectarinia seimundi","RECOB4 Nectarinia seimundi","Nectarinia seimundi","Passeriformes"
"916","Nectarinia senegalensis",1124,"Chalcomitra senegalensis","CYAOLI04","","Plasmodium","Chalcomitra senegalensis","Nectarinia_senegalensis","no","Nectarinia senegalensis","CYAOLI04 Nectarinia senegalensis","Nectarinia senegalensis","Passeriformes"
"917","Nectarinia senegalensis",1125,"Chalcomitra senegalensis","RECOB4","","Plasmodium","Chalcomitra senegalensis","Nectarinia_senegalensis","no","Nectarinia senegalensis","RECOB4 Nectarinia senegalensis","Nectarinia senegalensis","Passeriformes"
"918","Nectarinia sovimanga",1126,"Cinnyris souimanga","CINCOQ01","P20","Plasmodium","Cinnyris souimanga","Nectarinia_sovimanga","no","Nectarinia sovimanga","CINCOQ01 Nectarinia sovimanga","Nectarinia sovimanga","Passeriformes"
"919","Nectarinia verticalis",1127,"Cyanomitra verticalis","GRW09","WA10,WA9","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","GRW09 Nectarinia verticalis","Nectarinia verticalis","Passeriformes"
"920","Nectarinia verticalis",1128,"Cyanomitra verticalis","CYAOLI04","PV25aL,PV25bL","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","CYAOLI04 Nectarinia verticalis","Nectarinia verticalis","Passeriformes"
"921","Nectarinia verticalis",1129,"Cyanomitra verticalis","RECOB4","","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","RECOB4 Nectarinia verticalis","Nectarinia verticalis","Passeriformes"
"922","Nectarinia verticalis",1130,"Cyanomitra verticalis","PYSUN1","PV15,PV15a","Plasmodium","Cyanomitra verticalis","Nectarinia_verticalis","no","Nectarinia verticalis","PYSUN1 Nectarinia verticalis","Nectarinia verticalis","Passeriformes"
"923","Nectarinia violacea",1131,"Anthobaphes violacea","LINOLI01","P16","Plasmodium","Anthobaphes violacea","Nectarinia_violacea","no","Nectarinia violacea","LINOLI01 Nectarinia violacea","Nectarinia violacea","Passeriformes"
"924","Nectarinia violacea",1132,"Anthobaphes violacea","CINCHA01","PV41","Plasmodium","Anthobaphes violacea","Nectarinia_violacea","no","Nectarinia violacea","CINCHA01 Nectarinia violacea","Nectarinia violacea","Passeriformes"
"925","Neocossyphus poensis",1133,"Neocossyphus poensis","GRW09","P46","Plasmodium","Neocossyphus poensis","Neocossyphus_poensis","yes","Neocossyphus poensis","GRW09 Neocossyphus poensis","Neocossyphus poensis","Passeriformes"
"926","Neocossyphus poensis",1134,"Neocossyphus poensis","COLL2","","Haemoproteus","Neocossyphus poensis","Neocossyphus_poensis","yes","Neocossyphus poensis","COLL2 Neocossyphus poensis","Neocossyphus poensis","Passeriformes"
"927","Neocossyphus rufus",1135,"Neocossyphus rufus","GRW09","P46","Plasmodium","Neocossyphus rufus","Neocossyphus_rufus","yes","Neocossyphus rufus","GRW09 Neocossyphus rufus","Neocossyphus rufus","Passeriformes"
"928","Neothraupis fasciata",1136,"Neothraupis fasciata","PADOM09","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","PADOM09 Neothraupis fasciata","Neothraupis fasciata","Passeriformes"
"929","Neothraupis fasciata",1139,"Neothraupis fasciata","DENPET03","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","DENPET03 Neothraupis fasciata","Neothraupis fasciata","Passeriformes"
"930","Neothraupis fasciata",1140,"Neothraupis fasciata","NEOFAS01","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","NEOFAS01 Neothraupis fasciata","Neothraupis fasciata","Passeriformes"
"931","Neothraupis fasciata",1141,"Neothraupis fasciata","PADOM11","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","PADOM11 Neothraupis fasciata","Neothraupis fasciata","Passeriformes"
"932","Neothraupis fasciata",1137,"Neothraupis fasciata","PADOM17","FURLEU01","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","PADOM17 Neothraupis fasciata","Neothraupis fasciata","Passeriformes"
"933","Neothraupis fasciata",1138,"Neothraupis fasciata","NEOFAS05","","Plasmodium","Neothraupis fasciata","Neothraupis_fasciata","yes","Neothraupis fasciata","NEOFAS05 Neothraupis fasciata","Neothraupis fasciata","Passeriformes"
"934","Nesillas typica",1144,"Nesillas typica","URANO02","H_Uan1","Haemoproteus","Nesillas typica","Nesillas_typica","yes","Nesillas typica","URANO02 Nesillas typica","Nesillas typica","Passeriformes"
"935","Nesillas typica",1142,"Nesillas typica","GRW04","P_Mosquito_132","Plasmodium","Nesillas typica","Nesillas_typica","yes","Nesillas typica","GRW04 Nesillas typica","Nesillas typica","Passeriformes"
"936","Nesillas typica",1143,"Nesillas typica","GRW09","P_PV12","Plasmodium","Nesillas typica","Nesillas_typica","yes","Nesillas typica","GRW09 Nesillas typica","Nesillas typica","Passeriformes"
"937","Nicator chloris",1145,"Nicator chloris","GRW09","P46","Plasmodium","Nicator chloris","Nicator_chloris","yes","Nicator chloris","GRW09 Nicator chloris","Nicator chloris","Passeriformes"
"938","Niltava sundara",1146,"Niltava sundara","ALARV04","","Plasmodium","Niltava sundara","Niltava_sundara","yes","Niltava sundara","ALARV04 Niltava sundara","Niltava sundara","Passeriformes"
"939","Niltava sundara",1147,"Niltava sundara","NILSUN01","P48","Plasmodium","Niltava sundara","Niltava_sundara","yes","Niltava sundara","NILSUN01 Niltava sundara","Niltava sundara","Passeriformes"
"940","Ochthoeca leucophrys",1153,"Ochthoeca leucophrys","OCHLEU02","","Haemoproteus","Ochthoeca leucophrys",NA,NA,"Ochthoeca leucophrys","OCHLEU02 Ochthoeca leucophrys","Ochthoeca leucophrys","Passeriformes"
"941","Ochthoeca leucophrys",1152,"Ochthoeca leucophrys","OCHLEU01","OCHLEU03","Haemoproteus","Ochthoeca leucophrys",NA,NA,"Ochthoeca leucophrys","OCHLEU01 Ochthoeca leucophrys","Ochthoeca leucophrys","Passeriformes"
"942","Ochthoeca rufipectoralis",1154,"Ochthoeca rufipectoralis","TROAED06","","Leucocytozoon","Ochthoeca rufipectoralis","Ochthoeca_rufipectoralis","yes","Ochthoeca rufipectoralis","TROAED06 Ochthoeca rufipectoralis","Ochthoeca rufipectoralis","Passeriformes"
"943","Ochthoeca rufipectoralis",1155,"Ochthoeca rufipectoralis","TROAED20","","Haemoproteus","Ochthoeca rufipectoralis","Ochthoeca_rufipectoralis","yes","Ochthoeca rufipectoralis","TROAED20 Ochthoeca rufipectoralis","Ochthoeca rufipectoralis","Passeriformes"
"944","Oriolus oriolus",1157,"Oriolus oriolus","ORORI01","","Haemoproteus","Oriolus oriolus","Oriolus_oriolus","yes","Oriolus oriolus","ORORI01 Oriolus oriolus","Oriolus oriolus","Passeriformes"
"945","Oriolus oriolus",1158,"Oriolus oriolus","ORORI02","","Haemoproteus","Oriolus oriolus","Oriolus_oriolus","yes","Oriolus oriolus","ORORI02 Oriolus oriolus","Oriolus oriolus","Passeriformes"
"946","Pachyramphus albogriseus",1159,"Pachyramphus albogriseus","PAPOL01","","Haemoproteus","Pachyramphus albogriseus","Pachyramphus_albogriseus","yes","Pachyramphus albogriseus","PAPOL01 Pachyramphus albogriseus","Pachyramphus albogriseus","Passeriformes"
"947","Pachyramphus polychopterus",1161,"Pachyramphus polychopterus","PAPOL03","PAPOL03","Haemoproteus","Pachyramphus polychopterus","Pachyramphus_polychopterus","yes","Pachyramphus polychopterus","PAPOL03 Pachyramphus polychopterus","Pachyramphus polychopterus","Passeriformes"
"948","Pachyramphus polychopterus",1160,"Pachyramphus polychopterus","PACPOL01","PAPOLY01","Haemoproteus","Pachyramphus polychopterus","Pachyramphus_polychopterus","yes","Pachyramphus polychopterus","PACPOL01 Pachyramphus polychopterus","Pachyramphus polychopterus","Passeriformes"
"949","Panurus biarmicus",1162,"Panurus biarmicus","WW2","","Haemoproteus","Panurus biarmicus","Panurus_biarmicus","yes","Panurus biarmicus","WW2 Panurus biarmicus","Panurus biarmicus","Passeriformes"
"950","Panurus biarmicus",1163,"Panurus biarmicus","TURDUS2","","Haemoproteus","Panurus biarmicus","Panurus_biarmicus","yes","Panurus biarmicus","TURDUS2 Panurus biarmicus","Panurus biarmicus","Passeriformes"
"951","Paramythia montium",1164,"Paramythia montium","PARMON01","","Haemoproteus","Paramythia montium",NA,NA,"Paramythia montium","PARMON01 Paramythia montium","Paramythia montium","Passeriformes"
"952","Paroaria capitata",1165,"Paroaria capitata","ICTCAY01","","Plasmodium","Paroaria capitata","Paroaria_capitata","yes","Paroaria capitata","ICTCAY01 Paroaria capitata","Paroaria capitata","Passeriformes"
"953","Parus ater",1167,"Periparus ater","PARUS19","H077","Leucocytozoon","Periparus ater","Parus_ater","no","Parus ater","PARUS19 Parus ater","Parus ater","Passeriformes"
"954","Parus ater",1168,"Periparus ater","PERATE09","","Leucocytozoon","Periparus ater","Parus_ater","no","Parus ater","PERATE09 Parus ater","Parus ater","Passeriformes"
"955","Parus ater",1166,"Periparus ater","SGS1","H011","Plasmodium","Periparus ater","Parus_ater","no","Parus ater","SGS1 Parus ater","Parus ater","Passeriformes"
"956","Parus ater",1171,"Periparus ater","BT7","","Plasmodium","Periparus ater","Parus_ater","no","Parus ater","BT7 Parus ater","Parus ater","Passeriformes"
"957","Parus ater",1172,"Periparus ater","GRW11","H010","Plasmodium","Periparus ater","Parus_ater","no","Parus ater","GRW11 Parus ater","Parus ater","Passeriformes"
"958","Parus ater",1169,"Periparus ater","PARUS7","","Leucocytozoon","Periparus ater","Parus_ater","no","Parus ater","PARUS7 Parus ater","Parus ater","Passeriformes"
"959","Parus ater",1170,"Periparus ater","PARUS1","","Haemoproteus","Periparus ater","Parus_ater","no","Parus ater","PARUS1 Parus ater","Parus ater","Passeriformes"
"960","Parus ater",1173,"Periparus ater","PERATE06","H260","Leucocytozoon","Periparus ater","Parus_ater","no","Parus ater","PERATE06 Parus ater","Parus ater","Passeriformes"
"961","Parus ater",1174,"Periparus ater","TURDUS1","","Plasmodium","Periparus ater","Parus_ater","no","Parus ater","TURDUS1 Parus ater","Parus ater","Passeriformes"
"962","Parus atricapillus",1175,"Poecile atricapilla","BAEBIC04","","Plasmodium","Poecile atricapilla","Parus_atricapillus","no","Parus atricapillus","BAEBIC04 Parus atricapillus","Parus atricapillus","Passeriformes"
"963","Parus atricapillus",1176,"Poecile atricapilla","CB1","","Leucocytozoon","Poecile atricapilla","Parus_atricapillus","no","Parus atricapillus","CB1 Parus atricapillus","Parus atricapillus","Passeriformes"
"964","Parus atricapillus",1179,"Poecile atricapilla","DUMCAR02","","Leucocytozoon","Poecile atricapilla","Parus_atricapillus","no","Parus atricapillus","DUMCAR02 Parus atricapillus","Parus atricapillus","Passeriformes"
"965","Parus atricapillus",1177,"Poecile atricapilla","COLBF21","","Leucocytozoon","Poecile atricapilla","Parus_atricapillus","no","Parus atricapillus","COLBF21 Parus atricapillus","Parus atricapillus","Passeriformes"
"966","Parus atricapillus",1178,"Poecile atricapilla","BT7","P43","Plasmodium","Poecile atricapilla","Parus_atricapillus","no","Parus atricapillus","BT7 Parus atricapillus","Parus atricapillus","Passeriformes"
"967","Parus caeruleus",1180,"Cyanistes caeruleus","BLUTI03","","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","BLUTI03 Parus caeruleus","Parus caeruleus","Passeriformes"
"968","Parus caeruleus",1181,"Cyanistes caeruleus","BLUTI10","","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","BLUTI10 Parus caeruleus","Parus caeruleus","Passeriformes"
"969","Parus caeruleus",1184,"Cyanistes caeruleus","PARUS6","","Haemoproteus","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS6 Parus caeruleus","Parus caeruleus","Passeriformes"
"970","Parus caeruleus",1185,"Cyanistes caeruleus","PARUS14","C103","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS14 Parus caeruleus","Parus caeruleus","Passeriformes"
"971","Parus caeruleus",1182,"Cyanistes caeruleus","PARUS21","W043","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS21 Parus caeruleus","Parus caeruleus","Passeriformes"
"972","Parus caeruleus",1183,"Cyanistes caeruleus","BT7","","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","BT7 Parus caeruleus","Parus caeruleus","Passeriformes"
"973","Parus caeruleus",1188,"Cyanistes caeruleus","SYAT05","H235","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","SYAT05 Parus caeruleus","Parus caeruleus","Passeriformes"
"974","Parus caeruleus",1189,"Cyanistes caeruleus","PARUS16","H073","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS16 Parus caeruleus","Parus caeruleus","Passeriformes"
"975","Parus caeruleus",1186,"Cyanistes caeruleus","PARUS20","Ge066","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS20 Parus caeruleus","Parus caeruleus","Passeriformes"
"976","Parus caeruleus",1187,"Cyanistes caeruleus","PARUS15","H021","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS15 Parus caeruleus","Parus caeruleus","Passeriformes"
"977","Parus caeruleus",1192,"Cyanistes caeruleus","PARUS13","W019","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS13 Parus caeruleus","Parus caeruleus","Passeriformes"
"978","Parus caeruleus",1193,"Cyanistes caeruleus","LINN1","pBLUTI1","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","LINN1 Parus caeruleus","Parus caeruleus","Passeriformes"
"979","Parus caeruleus",1194,"Cyanistes caeruleus","PARUS22","H065","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS22 Parus caeruleus","Parus caeruleus","Passeriformes"
"980","Parus caeruleus",1195,"Cyanistes caeruleus","SW2","Pl-SW2","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","SW2 Parus caeruleus","Parus caeruleus","Passeriformes"
"981","Parus caeruleus",1196,"Cyanistes caeruleus","WW2","","Haemoproteus","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","WW2 Parus caeruleus","Parus caeruleus","Passeriformes"
"982","Parus caeruleus",1197,"Cyanistes caeruleus","COLL1","PI-COLL1","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","COLL1 Parus caeruleus","Parus caeruleus","Passeriformes"
"983","Parus caeruleus",1198,"Cyanistes caeruleus","CCF2","H032","Haemoproteus","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","CCF2 Parus caeruleus","Parus caeruleus","Passeriformes"
"984","Parus caeruleus",1199,"Cyanistes caeruleus","PARUS87","","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS87 Parus caeruleus","Parus caeruleus","Passeriformes"
"985","Parus caeruleus",1200,"Cyanistes caeruleus","SFC1","hBLUTI1","Haemoproteus","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","SFC1 Parus caeruleus","Parus caeruleus","Passeriformes"
"986","Parus caeruleus",1201,"Cyanistes caeruleus","PARUS11","Ge022","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS11 Parus caeruleus","Parus caeruleus","Passeriformes"
"987","Parus caeruleus",1202,"Cyanistes caeruleus","BLUTI05","","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","BLUTI05 Parus caeruleus","Parus caeruleus","Passeriformes"
"988","Parus caeruleus",1190,"Cyanistes caeruleus","BLUTI02","","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","BLUTI02 Parus caeruleus","Parus caeruleus","Passeriformes"
"989","Parus caeruleus",1191,"Cyanistes caeruleus","SYAT01","H105","Haemoproteus","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","SYAT01 Parus caeruleus","Parus caeruleus","Passeriformes"
"990","Parus caeruleus",1205,"Cyanistes caeruleus","PARUS12","Np083","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS12 Parus caeruleus","Parus caeruleus","Passeriformes"
"991","Parus caeruleus",1206,"Cyanistes caeruleus","WW1","","Haemoproteus","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","WW1 Parus caeruleus","Parus caeruleus","Passeriformes"
"992","Parus caeruleus",1207,"Cyanistes caeruleus","PARUS74","","Leucocytozoon","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","PARUS74 Parus caeruleus","Parus caeruleus","Passeriformes"
"993","Parus caeruleus",1208,"Cyanistes caeruleus","DELURB4","","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","DELURB4 Parus caeruleus","Parus caeruleus","Passeriformes"
"994","Parus caeruleus",1209,"Cyanistes caeruleus","GRW06","Pl-GRW6","Plasmodium","Cyanistes caeruleus","Parus_caeruleus","no","Parus caeruleus","GRW06 Parus caeruleus","Parus caeruleus","Passeriformes"
