"","tip","X","species","Lineage_Name","Alt_Lineage_Name","parasiteGenus","mal_original","Jetz.species","match","Scientific","id","Species3","Order3"
"486","Erithacus rubecula",626,"Erithacus rubecula","CCF2","H032","Haemoproteus","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","CCF2 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"487","Erithacus rubecula",627,"Erithacus rubecula","PARUS1","H022","Haemoproteus","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","PARUS1 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"488","Erithacus rubecula",625,"Erithacus rubecula","BT2","","Leucocytozoon","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","BT2 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"489","Erithacus rubecula",630,"Erithacus rubecula","WW2","","Haemoproteus","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","WW2 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"490","Erithacus rubecula",631,"Erithacus rubecula","ROBIN1","","Haemoproteus","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","ROBIN1 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"491","Erithacus rubecula",628,"Erithacus rubecula","SFC8","H027","Leucocytozoon","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","SFC8 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"492","Erithacus rubecula",629,"Erithacus rubecula","PHSIB1","","Haemoproteus","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","PHSIB1 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"493","Erithacus rubecula",634,"Erithacus rubecula","BT7","","Plasmodium","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","BT7 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"494","Erithacus rubecula",635,"Erithacus rubecula","SYAT05","","Plasmodium","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","SYAT05 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"495","Erithacus rubecula",632,"Erithacus rubecula","LINN1","H144","Plasmodium","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","LINN1 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"496","Erithacus rubecula",633,"Erithacus rubecula","SGS1","","Plasmodium","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","SGS1 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"497","Erithacus rubecula",637,"Erithacus rubecula","TURDUS1","","Plasmodium","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","TURDUS1 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"498","Erithacus rubecula",636,"Erithacus rubecula","GRW11","H010","Plasmodium","Erithacus rubecula","Erithacus_rubecula","yes","Erithacus rubecula","GRW11 Erithacus rubecula","Erithacus rubecula","Passeriformes"
"499","Erythropygia galactotes",638,"Cercotrichas galactotes","SGS1","","Plasmodium","Cercotrichas galactotes","Erythropygia_galactotes","no","Erythropygia galactotes","SGS1 Erythropygia galactotes","Erythropygia galactotes","Passeriformes"
"500","Euphonia xanthogaster",642,"Euphonia xanthogaster","PACPEC02","SA18","Haemoproteus","Euphonia xanthogaster","Euphonia_xanthogaster","yes","Euphonia xanthogaster","PACPEC02 Euphonia xanthogaster","Euphonia xanthogaster","Passeriformes"
"501","Euphonia xanthogaster",641,"Euphonia xanthogaster","EUXAN01","","Haemoproteus","Euphonia xanthogaster","Euphonia_xanthogaster","yes","Euphonia xanthogaster","EUXAN01 Euphonia xanthogaster","Euphonia xanthogaster","Passeriformes"
"502","Euplectes afer",643,"Euplectes afer","PADOM01","","Plasmodium","Euplectes afer","Euplectes_afer","yes","Euplectes afer","PADOM01 Euplectes afer","Euplectes afer","Passeriformes"
"503","Euplectes orix",644,"Euplectes orix","LINOLI01","P16","Plasmodium","Euplectes orix","Euplectes_orix","yes","Euplectes orix","LINOLI01 Euplectes orix","Euplectes orix","Passeriformes"
"504","Euplectes orix",645,"Euplectes orix","REB2","","Haemoproteus","Euplectes orix","Euplectes_orix","yes","Euplectes orix","REB2 Euplectes orix","Euplectes orix","Passeriformes"
"505","Ficedula albicollis",654,"Ficedula albicollis","GRW10","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","GRW10 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"506","Ficedula albicollis",655,"Ficedula albicollis","SYBOR10","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","SYBOR10 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"507","Ficedula albicollis",656,"Ficedula albicollis","GRW11","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","GRW11 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"508","Ficedula albicollis",657,"Ficedula albicollis","COLL11","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","COLL11 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"509","Ficedula albicollis",658,"Ficedula albicollis","PLOPRI01","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","PLOPRI01 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"510","Ficedula albicollis",659,"Ficedula albicollis","PFC1","","Haemoproteus","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","PFC1 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"511","Ficedula albicollis",660,"Ficedula albicollis","TERUF02","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","TERUF02 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"512","Ficedula albicollis",661,"Ficedula albicollis","SGS1","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","SGS1 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"513","Ficedula albicollis",662,"Ficedula albicollis","TURDUS1","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","TURDUS1 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"514","Ficedula albicollis",663,"Ficedula albicollis","COLL10","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","COLL10 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"515","Ficedula albicollis",664,"Ficedula albicollis","COLL2","","Haemoproteus","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","COLL2 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"516","Ficedula albicollis",652,"Ficedula albicollis","PHSIB1","","Haemoproteus","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","PHSIB1 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"517","Ficedula albicollis",653,"Ficedula albicollis","COLL3","","Haemoproteus","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","COLL3 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"518","Ficedula albicollis",667,"Ficedula albicollis","COLL4","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","COLL4 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"519","Ficedula albicollis",668,"Ficedula albicollis","COLL7","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","COLL7 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"520","Ficedula albicollis",669,"Ficedula albicollis","WW4","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","WW4 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"521","Ficedula albicollis",670,"Ficedula albicollis","LAMPUR03","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","LAMPUR03 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"522","Ficedula albicollis",671,"Ficedula albicollis","RTSR1","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","RTSR1 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"523","Ficedula albicollis",672,"Ficedula albicollis","GRW07","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","GRW07 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"524","Ficedula albicollis",673,"Ficedula albicollis","COLL6","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","COLL6 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"525","Ficedula albicollis",674,"Ficedula albicollis","AEMO01","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","AEMO01 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"526","Ficedula albicollis",675,"Ficedula albicollis","ACCTAC01","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","ACCTAC01 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"527","Ficedula albicollis",676,"Ficedula albicollis","PBPIP1","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","PBPIP1 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"528","Ficedula albicollis",677,"Ficedula albicollis","WW2","","Haemoproteus","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","WW2 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"529","Ficedula albicollis",665,"Ficedula albicollis","RFF1","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","RFF1 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"530","Ficedula albicollis",666,"Ficedula albicollis","GRW09","","Plasmodium","Ficedula albicollis","Ficedula_albicollis","yes","Ficedula albicollis","GRW09 Ficedula albicollis","Ficedula albicollis","Passeriformes"
"531","Ficedula hypoleuca",680,"Ficedula hypoleuca","TURDUS1","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","TURDUS1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"532","Ficedula hypoleuca",681,"Ficedula hypoleuca","LBPIP1","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","LBPIP1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"533","Ficedula hypoleuca",682,"Ficedula hypoleuca","COLL2","","Haemoproteus","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","COLL2 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"534","Ficedula hypoleuca",683,"Ficedula hypoleuca","COLL3","","Haemoproteus","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","COLL3 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"535","Ficedula hypoleuca",684,"Ficedula hypoleuca","PHSIB1","","Haemoproteus","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","PHSIB1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"536","Ficedula hypoleuca",685,"Ficedula hypoleuca","GRW09","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","GRW09 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"537","Ficedula hypoleuca",686,"Ficedula hypoleuca","COLL7","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","COLL7 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"538","Ficedula hypoleuca",687,"Ficedula hypoleuca","PSB1","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","PSB1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"539","Ficedula hypoleuca",688,"Ficedula hypoleuca","RTSR1","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","RTSR1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"540","Ficedula hypoleuca",689,"Ficedula hypoleuca","PFC1","","Haemoproteus","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","PFC1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"541","Ficedula hypoleuca",690,"Ficedula hypoleuca","PARUS1","","Haemoproteus","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","PARUS1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"542","Ficedula hypoleuca",691,"Ficedula hypoleuca","SYBOR10","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","SYBOR10 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"543","Ficedula hypoleuca",692,"Ficedula hypoleuca","WW4","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","WW4 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"544","Ficedula hypoleuca",679,"Ficedula hypoleuca","SGS1","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","SGS1 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"545","Ficedula hypoleuca",678,"Ficedula hypoleuca","GRW10","","Plasmodium","Ficedula hypoleuca","Ficedula_hypoleuca","yes","Ficedula hypoleuca","GRW10 Ficedula hypoleuca","Ficedula hypoleuca","Passeriformes"
"546","Ficedula narcissina",693,"Ficedula narcissina","FICNAR01","","Haemoproteus","Ficedula narcissina",NA,NA,"Ficedula narcissina","FICNAR01 Ficedula narcissina","Ficedula narcissina","Passeriformes"
"547","Ficedula nigrorufa",694,"Ficedula nigrorufa","COLL2","","Haemoproteus","Ficedula nigrorufa",NA,NA,"Ficedula nigrorufa","COLL2 Ficedula nigrorufa","Ficedula nigrorufa","Passeriformes"
"548","Ficedula parva",695,"Ficedula parva","BT7","","Plasmodium","Ficedula parva","Ficedula_parva","yes","Ficedula parva","BT7 Ficedula parva","Ficedula parva","Passeriformes"
"549","Ficedula parva",696,"Ficedula parva","FIPAR02","H-LIN32","Haemoproteus","Ficedula parva","Ficedula_parva","yes","Ficedula parva","FIPAR02 Ficedula parva","Ficedula parva","Passeriformes"
"550","Formicarius analis",697,"Formicarius analis","FORANA03","FORANA02","Plasmodium","Formicarius analis","Formicarius_analis","yes","Formicarius analis","FORANA03 Formicarius analis","Formicarius analis","Passeriformes"
"551","Formicarius colma",699,"Formicarius colma","FOCOL01","FOCOL01","Plasmodium","Formicarius colma","Formicarius_colma","yes","Formicarius colma","FOCOL01 Formicarius colma","Formicarius colma","Passeriformes"
"552","Formicarius colma",700,"Formicarius colma","FORCOL02","","Plasmodium","Formicarius colma","Formicarius_colma","yes","Formicarius colma","FORCOL02 Formicarius colma","Formicarius colma","Passeriformes"
"553","Formicarius colma",698,"Formicarius colma","FORCOL07","","Plasmodium","Formicarius colma","Formicarius_colma","yes","Formicarius colma","FORCOL07 Formicarius colma","Formicarius colma","Passeriformes"
"554","Formicarius colma",701,"Formicarius colma","FORCOL06","","Plasmodium","Formicarius colma","Formicarius_colma","yes","Formicarius colma","FORCOL06 Formicarius colma","Formicarius colma","Passeriformes"
"555","Formicivora melanogaster",703,"Formicivora melanogaster","FOMEL01","FOMEL01","Plasmodium","Formicivora melanogaster","Formicivora_melanogaster","yes","Formicivora melanogaster","FOMEL01 Formicivora melanogaster","Formicivora melanogaster","Passeriformes"
"556","Formicivora melanogaster",702,"Formicivora melanogaster","FOSER01","FOSER01","Plasmodium","Formicivora melanogaster","Formicivora_melanogaster","yes","Formicivora melanogaster","FOSER01 Formicivora melanogaster","Formicivora melanogaster","Passeriformes"
"557","Foudia eminentissima",704,"Foudia eminentissima","GRW04","P15","Plasmodium","Foudia eminentissima","Foudia_eminentissima","yes","Foudia eminentissima","GRW04 Foudia eminentissima","Foudia eminentissima","Passeriformes"
"558","Foudia madagascariensis",707,"Foudia madagascariensis","FOMAD01","C2","Leucocytozoon","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","FOMAD01 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"559","Foudia madagascariensis",708,"Foudia madagascariensis","RBQ11","H_9","Haemoproteus","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","RBQ11 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"560","Foudia madagascariensis",709,"Foudia madagascariensis","FOUMAD02","H_15A,H_15B","Haemoproteus","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","FOUMAD02 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"561","Foudia madagascariensis",710,"Foudia madagascariensis","RECOB3","","Leucocytozoon","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","RECOB3 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"562","Foudia madagascariensis",711,"Foudia madagascariensis","FOUMAD03","P_4","Plasmodium","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","FOUMAD03 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"563","Foudia madagascariensis",712,"Foudia madagascariensis","COLL7","P31","Plasmodium","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","COLL7 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"564","Foudia madagascariensis",713,"Foudia madagascariensis","GRW04","P15","Plasmodium","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","GRW04 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"565","Foudia madagascariensis",705,"Foudia madagascariensis","FOUMAD01","H_7A,H_7B,H_7C,H_7D,H_7E","Haemoproteus","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","FOUMAD01 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"566","Foudia madagascariensis",706,"Foudia madagascariensis","GRW09","P_PV12","Plasmodium","Foudia madagascariensis","Foudia_madagascariensis","yes","Foudia madagascariensis","GRW09 Foudia madagascariensis","Foudia madagascariensis","Passeriformes"
"567","Foudia omissa",716,"Foudia omissa","GRW04","P_Mosquito_132","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","GRW04 Foudia omissa","Foudia omissa","Passeriformes"
"568","Foudia omissa",717,"Foudia omissa","COLL7","P_P31","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","COLL7 Foudia omissa","Foudia omissa","Passeriformes"
"569","Foudia omissa",714,"Foudia omissa","GRW09","P_PV12","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","GRW09 Foudia omissa","Foudia omissa","Passeriformes"
"570","Foudia omissa",715,"Foudia omissa","NEWAM05","BERMAD02_MDG_P08","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","NEWAM05 Foudia omissa","Foudia omissa","Passeriformes"
"571","Foudia omissa",720,"Foudia omissa","FOUOMI01","MDG_H20","Haemoproteus","Foudia omissa","Foudia_omissa","yes","Foudia omissa","FOUOMI01 Foudia omissa","Foudia omissa","Passeriformes"
"572","Foudia omissa",721,"Foudia omissa","FOUOMI04","MDG_P12","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","FOUOMI04 Foudia omissa","Foudia omissa","Passeriformes"
"573","Foudia omissa",722,"Foudia omissa","COLL4","MDG_P17,MDG_P23","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","COLL4 Foudia omissa","Foudia omissa","Passeriformes"
"574","Foudia omissa",723,"Foudia omissa","FOUMAD03","MDG_P04","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","FOUMAD03 Foudia omissa","Foudia omissa","Passeriformes"
"575","Foudia omissa",724,"Foudia omissa","FOUOMI02","MDG_L04","Leucocytozoon","Foudia omissa","Foudia_omissa","yes","Foudia omissa","FOUOMI02 Foudia omissa","Foudia omissa","Passeriformes"
"576","Foudia omissa",725,"Foudia omissa","FOUMAD02","","Haemoproteus","Foudia omissa","Foudia_omissa","yes","Foudia omissa","FOUMAD02 Foudia omissa","Foudia omissa","Passeriformes"
"577","Foudia omissa",726,"Foudia omissa","NEWAM03","MDG_L07","Leucocytozoon","Foudia omissa","Foudia_omissa","yes","Foudia omissa","NEWAM03 Foudia omissa","Foudia omissa","Passeriformes"
"578","Foudia omissa",727,"Foudia omissa","RBQ11","MDG_H03,MDG_H24,MDG_H30","Haemoproteus","Foudia omissa","Foudia_omissa","yes","Foudia omissa","RBQ11 Foudia omissa","Foudia omissa","Passeriformes"
"579","Foudia omissa",728,"Foudia omissa","HYPMA02","HYPMA05_MDG_L02","Leucocytozoon","Foudia omissa","Foudia_omissa","yes","Foudia omissa","HYPMA02 Foudia omissa","Foudia omissa","Passeriformes"
"580","Foudia omissa",719,"Foudia omissa","WW3","","Plasmodium","Foudia omissa","Foudia_omissa","yes","Foudia omissa","WW3 Foudia omissa","Foudia omissa","Passeriformes"
"581","Foudia omissa",718,"Foudia omissa","FOMAD01","","Leucocytozoon","Foudia omissa","Foudia_omissa","yes","Foudia omissa","FOMAD01 Foudia omissa","Foudia omissa","Passeriformes"
"582","Fringilla coelebs",734,"Fringilla coelebs","SGS1","","Plasmodium","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","SGS1 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"583","Fringilla coelebs",735,"Fringilla coelebs","CCF2","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF2 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"584","Fringilla coelebs",736,"Fringilla coelebs","CCF23","H255","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF23 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"585","Fringilla coelebs",737,"Fringilla coelebs","CCF09","H164","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF09 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"586","Fringilla coelebs",738,"Fringilla coelebs","CCF6","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF6 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"587","Fringilla coelebs",739,"Fringilla coelebs","CCF3","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF3 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"588","Fringilla coelebs",740,"Fringilla coelebs","PHSIB1","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","PHSIB1 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"589","Fringilla coelebs",741,"Fringilla coelebs","ROFI1","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","ROFI1 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"590","Fringilla coelebs",742,"Fringilla coelebs","CCF5","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF5 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"591","Fringilla coelebs",743,"Fringilla coelebs","CCF1","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF1 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"592","Fringilla coelebs",744,"Fringilla coelebs","GRW11","","Plasmodium","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","GRW11 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"593","Fringilla coelebs",732,"Fringilla coelebs","CCF4","","Haemoproteus","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","CCF4 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"594","Fringilla coelebs",733,"Fringilla coelebs","BRAM3","H163,H176","Leucocytozoon","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","BRAM3 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"595","Fringilla coelebs",745,"Fringilla coelebs","TURDUS1","","Plasmodium","Fringilla coelebs","Fringilla_coelebs","yes","Fringilla coelebs","TURDUS1 Fringilla coelebs","Fringilla coelebs","Passeriformes"
"596","Fringilla montifringilla",746,"Fringilla montifringilla","BRAM2","","Leucocytozoon","Fringilla montifringilla","Fringilla_montifringilla","yes","Fringilla montifringilla","BRAM2 Fringilla montifringilla","Fringilla montifringilla","Passeriformes"
"597","Furnarius leucopus",748,"Furnarius leucopus","FULEU01","FULEU01","Haemoproteus","Furnarius leucopus","Furnarius_leucopus","yes","Furnarius leucopus","FULEU01 Furnarius leucopus","Furnarius leucopus","Passeriformes"
"598","Furnarius leucopus",749,"Furnarius leucopus","TROAED20","","Haemoproteus","Furnarius leucopus","Furnarius_leucopus","yes","Furnarius leucopus","TROAED20 Furnarius leucopus","Furnarius leucopus","Passeriformes"
"599","Garrulax delesserti",765,"Garrulax delesserti","GARDEL01","","Haemoproteus","Garrulax delesserti",NA,NA,"Garrulax delesserti","GARDEL01 Garrulax delesserti","Garrulax delesserti","Passeriformes"
"600","Garrulax delesserti",766,"Garrulax delesserti","SHOALB02","","Haemoproteus","Garrulax delesserti",NA,NA,"Garrulax delesserti","SHOALB02 Garrulax delesserti","Garrulax delesserti","Passeriformes"
"601","Garrulus glandarius",767,"Garrulus glandarius","SGS1","P22","Plasmodium","Garrulus glandarius","Garrulus_glandarius","yes","Garrulus glandarius","SGS1 Garrulus glandarius","Garrulus glandarius","Passeriformes"
"602","Garrulus glandarius",768,"Garrulus glandarius","GAGLA05","H181","Haemoproteus","Garrulus glandarius","Garrulus_glandarius","yes","Garrulus glandarius","GAGLA05 Garrulus glandarius","Garrulus glandarius","Passeriformes"
"603","Garrulus glandarius",771,"Garrulus glandarius","CIRCUM05","H258","Haemoproteus","Garrulus glandarius","Garrulus_glandarius","yes","Garrulus glandarius","CIRCUM05 Garrulus glandarius","Garrulus glandarius","Passeriformes"
"604","Garrulus glandarius",769,"Garrulus glandarius","GAGLA02","","Haemoproteus","Garrulus glandarius","Garrulus_glandarius","yes","Garrulus glandarius","GAGLA02 Garrulus glandarius","Garrulus glandarius","Passeriformes"
"605","Garrulus glandarius",770,"Garrulus glandarius","GAGLA06","H256","Leucocytozoon","Garrulus glandarius","Garrulus_glandarius","yes","Garrulus glandarius","GAGLA06 Garrulus glandarius","Garrulus glandarius","Passeriformes"
"606","Geothlypis trichas",772,"Geothlypis trichas","PHPAT01","P10","Plasmodium","Geothlypis trichas","Geothlypis_trichas","yes","Geothlypis trichas","PHPAT01 Geothlypis trichas","Geothlypis trichas","Passeriformes"
"607","Geothlypis trichas",775,"Geothlypis trichas","BT7","P5","Plasmodium","Geothlypis trichas","Geothlypis_trichas","yes","Geothlypis trichas","BT7 Geothlypis trichas","Geothlypis trichas","Passeriformes"
"608","Geothlypis trichas",776,"Geothlypis trichas","BAEBIC02","P6-B","Plasmodium","Geothlypis trichas","Geothlypis_trichas","yes","Geothlypis trichas","BAEBIC02 Geothlypis trichas","Geothlypis trichas","Passeriformes"
"609","Geothlypis trichas",777,"Geothlypis trichas","DENPET03","P8","Plasmodium","Geothlypis trichas","Geothlypis_trichas","yes","Geothlypis trichas","DENPET03 Geothlypis trichas","Geothlypis trichas","Passeriformes"
"610","Geothlypis trichas",778,"Geothlypis trichas","APSPI03","P12","Plasmodium","Geothlypis trichas","Geothlypis_trichas","yes","Geothlypis trichas","APSPI03 Geothlypis trichas","Geothlypis trichas","Passeriformes"
"611","Geothlypis trichas",779,"Geothlypis trichas","PADOM09","P11","Plasmodium","Geothlypis trichas","Geothlypis_trichas","yes","Geothlypis trichas","PADOM09 Geothlypis trichas","Geothlypis trichas","Passeriformes"
