"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"248","Butastur liventer","GLACUC08, OTUSCO02, TYTAL6","","Butastur liventer","Accipitridae","Accipitriformes",5,2,3,0,4,31.3,17,10.5,14,61.7,275,115.6,159.4,42,149,337.99,"Dunning","NA","NO","NA","NA","Woodland","3","1","Carnivore","Vertivore","Insessorial","-8.7799999999999994","23.45","12.53","104.09650929999999","1357262.8","Extant",4777,"Butastur liventer","Butastur_liventer","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Rufous-winged Buzzard","bow04777","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"249","Buteo brachyurus","MYCAME02","","Buteo brachyurus","Accipitridae","Accipitriformes",5,1,4,0,4,31.1,17,10.4,14.9,53.8,307.6,90,213.3,29.7,171,496.01,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-30.69","29.85","-5.09","-62.038348489999997","14372802.039999999","Extant",4812,"Buteo brachyurus","Buteo_brachyurus","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Short-tailed Hawk","bow04812","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"250","Buteo buteo","BUTBUT07, MILVUS02, BUBIBI01, BUBT1, BUTBUT05, GRW06, BUBT2, BUTBUT02, BUTBUT11, TURDUS1, BUTBUT08, BUTBUT01, CIRCUM01, BUTBUT09, BUTBUT04, CIAE02, BUTBUT15, BUTBUT06, BT7, BUTBUT12, MILVUS01, BUBT3, ASOT06, BUTBUT13, BUTBUT03, BUTBUT10","eruvetpar1,eruvetpar2","Buteo buteo","Accipitridae","Accipitriformes",29,12,15,2,19,35.6,21.1,12.5,16.6,75.7,374.6,143.8,231.2,38.2,204.1,759.1,"Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Insessorial","12.3","67.81","52.89","64.712729839999994","16600070.449999999","Extant",4826,"Buteo buteo","Buteo_buteo","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Common Buzzard","bow04826","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"251","Buteo hemilasius","BUTHEM01","","Buteo hemilasius","Accipitridae","Accipitriformes",5,2,3,0,4,40.7,23.1,14.7,18.8,80,467.2,179,290.2,38.2,251.4,1358.89,"Dunning","NA","NO","NA","NA","Grassland","3","1","Carnivore","Vertivore","Generalist","28.27","54.14","42.4","100.8300387","5366251.83","Extant",4838,"Buteo hemilasius","Buteo_hemilasius","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Upland Buzzard","bow04838","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"252","Buteo jamaicensis","BUTJAM02, BUTJAM14, BUTJAM16, BUTJAM09, BUTJAM08, BUTJAM12, BUTJAM11, BUTJAM05, BUTREG01, BUTJAM18, BUTJAM01, BUTJAM15, BUTJAM13, BUTJAM07, BUTJAM03, BUTJAM17, BUTJAM06, BUTJAM10, BUTJAM04","LC3, LC5, FALC6, LC8, LC9, LC4, LC6","Buteo jamaicensis","Accipitridae","Accipitriformes",5,2,3,0,4,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.16,"Dunning","NA","NO","NA","NA","Woodland","2","3","Carnivore","Vertivore","Insessorial","8.36","68.66","45.5","-105.3281523","15462822.34","Extant",4824,"Buteo jamaicensis","Buteo_jamaicensis","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Red-tailed Hawk","bow04824","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"253","Buteo lagopus","BT7, BUTBUT07, MILVUS02","","Buteo lagopus","Accipitridae","Accipitriformes",7,3,4,0,4,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240,949.76,"Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Insessorial","47.6","83.11","67.33","2.1440282329999998","9709846.7599999998","Extant",4840,"Buteo lagopus","Buteo_lagopus","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Rough-legged Hawk","bow04840","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"254","Buteo lineatus","BUTJAM07, BUTLIN01","","Buteo lineatus","Accipitridae","Accipitriformes",5,2,2,1,4,33.1,20.3,11.8,16.3,74.1,319,106.9,212.8,33.4,172.8,603.72,"Dunning","NA","NO","NA","NA","Woodland","1","3","Carnivore","Vertivore","Aerial","24.95","47.85","37.72","-86.882568039999995","3542030.5","Extant",4808,"Buteo lineatus","Buteo_lineatus","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Red-shouldered Hawk","bow04808","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"255","Buteo magnirostris","MYCAME02, RUMAG01","","Buteo magnirostris","Accipitridae","Accipitriformes",35,16,13,6,4,26.4,17.4,10.4,13.4,61.5,220.9,64.9,164.6,28,159.1,269,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-38.24","25.35","-8.51","-60.463754219999998","15043360.16","Extant",4807,"Buteo magnirostris","Buteo_magnirostris","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Roadside Hawk","bow04807","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"256","Buteo nitidus","BUTNIT01","","Buteo nitidus","Accipitridae","Accipitriformes",14,5,9,0,6,31.6,19.3,11.3,15.9,69.3,253.2,76.2,188,28.8,167.7,519.04,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-27.61","33.17","-3.27","-62.637174229999999","11845064.35","Extant",4806,"Buteo nitidus","Buteo_nitidus","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Grey Hawk","bow04806","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"257","Buteo regalis","BUTREG01","","Buteo regalis","Accipitridae","Accipitriformes",5,2,3,0,4,41.3,23.8,18.3,20.2,81.6,431,179.2,254.5,41.3,240.6,1437.18,"Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Generalist","33.21","53.3","43.14","-108.76281229999999","2780053.23","Extant",4839,"Buteo regalis","Buteo_regalis","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Ferruginous Hawk","bow04839","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"258","Buteo rufinus","CIAE02","eruvetpar1,eruvetpar2","Buteo rufinus","Accipitridae","Accipitriformes",4,2,2,0,4,41.6,23.5,14,19.8,86.1,447.5,180.8,266.8,40.5,244.5,1166.18,"Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Generalist","13.22","53.66","40.86","49.854491080000003","8574436.8300000001","Extant",4836,"Buteo rufinus","Buteo_rufinus","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Long-legged Buzzard","bow04836","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"259","Buteogallus urubitinga","PESA01","","Buteogallus urubitinga","Accipitridae","Accipitriformes",9,3,5,1,6,46,29.2,14.6,21.9,118.4,399.7,87.3,309.4,22,255.6,1152.87,"Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Vertivore","Insessorial","-35.14","28.11","-7.52","-61.518930419999997","13126253.65","Extant",4798,"Buteogallus urubitinga","Buteogallus_urubitinga","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Great Black-hawk","bow04798","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"260","Buthraupis montana","BUTMO01, HEMATR01, BUTMON02, DIGLAF01, CHLRIE04, DIGCAE01, TROSOL01","THRBON02, BUTMON02,HEMATRO01, DICER01","Buthraupis montana","Thraupidae","Passeriformes",30,7,7,16,17,22.1,12,7.6,9.8,32.4,128.7,28,100.8,21.7,90.4,87.08,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-17.78","10.79","-3.03","-74.882325499999993","299466.64","Extant",12951,"Buthraupis montana","Buthraupis_montana","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Hooded Mountain-tanager","bow12951","LC","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"261","Butorides striata","BUTSTR02, BUSTR03, BUTSTR01","B30, 21","Butorides striata","Ardeidae","Pelecaniformes",15,5,6,4,9,70.3,52.5,9.2,11.3,47,173.9,51.1,127,28.7,63.7,201.5,"Dunning","NA","NO","NA","NA","Wetland","3","1","Carnivore","Aquatic predator","Terrestrial","-41.16","54.29","2.17","24.196551079999999","46142630.380000003","Extant",5255,"Butorides striata","Butorides_striata","Ardeidae","Herons","Ibises, Herons","Striated Heron","bow05255","LC","BL3","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"262","Cacicus cela","DENPET03, PSABIF01, PADOM11, CACEL01","23, 31, 24","Cacicus cela","Icteridae","Passeriformes",14,5,8,1,5,33.6,23.9,8.3,11.8,29.7,145.2,39.5,102.9,27.5,98.6,85.45,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-19.670000000000002","12.46","-4.13","-61.751758809999998","8862709.9800000004","Extant",13340,"Cacicus cela","Cacicus_cela","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Yellow-rumped Cacique","bow13340","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"263","Cacicus chrysopterus","VOLJAC02, DENPET03","H25, H26","Cacicus chrysopterus","Icteridae","Passeriformes",4,2,2,0,4,24.4,15.8,5.2,7.4,25,99.8,17.8,82,17.8,85.5,36.16,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-34.42","-16.399999999999999","-25.88","-55.357392679999997","1634780.2","Extant",13349,"Cacicus chrysopterus","Cacicus_chrysopterus","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Golden-winged Cacique","bow13349","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"264","Cacicus haemorrhous","DENPET03","23","Cacicus haemorrhous","Icteridae","Passeriformes",8,4,4,0,4,34,23.3,8.5,11.4,29.8,161.8,41.2,120.6,25,101.1,83.71,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-29.8","7.8","-8.6","-58.49798345","8042084.8399999999","Extant",13341,"Cacicus haemorrhous","Cacicus_haemorrhous","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Red-rumped Cacique","bow13341","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"265","Cacicus solitarius","DENPET03","","Cacicus solitarius","Icteridae","Passeriformes",5,3,2,0,4,32.1,24.5,7,11.3,29,118.1,13.3,107.2,11,110.4,79.76,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-35.409999999999997","8.83","-11.97","-57.687376790000002","8791817.6899999995","Extant",13355,"Cacicus solitarius","Cacicus_solitarius","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Solitary Black Cacique","bow13355","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"266","Cacicus uropygialis","GEOTRI02, PAPOL01, ARBRU02, WW3, ANIFLA01","CACURO01","Cacicus uropygialis","Icteridae","Passeriformes",14,5,4,5,7,31.3,19.7,7.5,9.5,30.6,140.2,31.8,107.5,23,111.8,61.17,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-12.93","11.12","1.36","-76.792090810000005","283304.06","Extant",13342,"Cacicus uropygialis","Cacicus_uropygialis","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Scarlet-rumped Cacique","bow13342","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"267","Cairina moschata","CAIMOS01","","Cairina moschata","Anatidae","Anseriformes",9,4,4,1,4,65.9,38.7,22.6,15.7,56.2,345,124,226.8,35.2,160.2,2415.78,"Dunning","NA","NO","NA","NA","Wetland","3","1","Omnivore","Omnivore","Generalist","-33.4","28.75","-6.9","-60.888721269999998","14188216.550000001","Extant",657,"Cairina moschata","Cairina_moschata","Anatinae","Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers","Muscovy Duck","bow00657","LC","BL3","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"268","Calicalicus madagascariensis","CALMAD02, BERZOS01, CALMAD01","MDG_L13, MDG_P09","Calicalicus madagascariensis","Vangidae","Passeriformes",10,2,8,0,4,14.2,7.4,4.2,4.8,20.2,66.5,8.3,58.3,12.4,46.7,16.39,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-25.2","-11.95","-18.07","47.124197039999999","341449.07","Extant",8717,"Calicalicus madagascariensis","Calicalicus_madagascariensis","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Red-tailed Vanga","bow08717","LC","BL3","Vangidae","Vangas",131,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"269","Calidris alba","SDLG01","","Calidris alba","Scolopacidae","Charadriiformes",5,2,3,0,4,30,21.2,3.4,4.2,23.1,119.6,62.7,57,52.3,50.2,51.71,"Dunning","NA","NO","NA","NA","Coastal","3","3","Carnivore","Aquatic predator","Terrestrial","63.1","83.11","75.56","-43.492587110000002","1344741.13","Extant",4120,"Calidris alba","Calidris_alba","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Sanderling","bow04120","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"270","Calidris canutus","PADOM02","P5","Calidris canutus","Scolopacidae","Charadriiformes",9,4,5,0,4,37.5,26.6,4.1,5.7,29.9,164.4,95.2,69.1,57.9,60.4,141.87,"Dunning","NA","NO","NA","NA","Coastal","3","3","Carnivore","Aquatic predator","Terrestrial","55.99","83.63","75.23","-24.106614189999998","1604194.57","Extant",4118,"Calidris canutus","Calidris_canutus","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Red Knot","bow04118","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"271","Calidris fuscicollis","BAFLA02","Arg_H2","Calidris fuscicollis","Scolopacidae","Charadriiformes",5,2,3,0,4,26.5,18.8,2.9,4,23.6,118.4,64,54.3,54,47.8,43.01,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","61.31","77.760000000000005","70.14","-99.081470980000006","1363375.36","Extant",4128,"Calidris fuscicollis","Calidris_fuscicollis","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","White-rumped Sandpiper","bow04128","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"272","Calidris melanotos","SW5, PESA01, BT7","","Calidris melanotos","Scolopacidae","Charadriiformes",5,3,0,2,4,32.1,23.1,3.4,4.8,26,125.2,67.1,58.6,53.4,54.4,79.73,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","54.21","76.849999999999994","69.87","-13.59509929","2362488.1","Extant",4130,"Calidris melanotos","Calidris_melanotos","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Pectoral Sandpiper","bow04130","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"273","Calidris minutilla","CALMIN01","","Calidris minutilla","Scolopacidae","Charadriiformes",5,2,3,0,4,20.3,15.1,2.4,3.2,18.4,86.4,32.1,53.1,37.7,39.2,22.88,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","43.39","71.39","62.1","-119.0483656","4973788.9400000004","Extant",4127,"Calidris minutilla","Calidris_minutilla","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Least Sandpiper","bow04127","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"274","Calidris ruficollis","SANDPLOV01, STNT02, EMSPO06, TATTLR01, STNT01","","Calidris ruficollis","Scolopacidae","Charadriiformes",4,2,2,0,4,19,13.7,2.4,3.3,18.8,99.5,54.2,45.2,54.5,43.5,26.79,"Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Aquatic predator","Terrestrial","59.93","77.47","68.66","115.73443109999999","971179.99","Extant",4124,"Calidris ruficollis","Calidris_ruficollis","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Red-necked Stint","bow04124","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"275","Calidris tenuirostris","SDLG01, FANTAIL01","","Calidris tenuirostris","Scolopacidae","Charadriiformes",5,2,3,0,4,45,32.5,4.5,6.2,34.4,175.6,101.2,75.5,57.3,63.8,192,"Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Aquatic predator","Terrestrial","59.78","70.13","64.67","135.10218040000001","1486107.22","Extant",4117,"Calidris tenuirostris","Calidris_tenuirostris","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Great Knot","bow04117","VU","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"276","Callaeas cinereus","KOKAKO02, KOKAKO01","NZKok","Callaeas cinereus","Callaeatidae","Passeriformes",4,0,0,4,4,32.5,15.4,9.9,13.2,66.5,158,18,140,11.3,164.5,225.37,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Omnivore","Insessorial","-40.89","-35.1","-38.06","175.60733300000001","4406.46","Extant",8735,"Callaeas cinereus","Callaeas_cinereus","CC1","Berrypeckers, Satinbirds, Allies","Berrypeckers, Satinbirds, Allies","Kokako","bow08735","EN","BL3","Callaeatidae","Wattled crows",125,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"277","Callipepla gambelii","COLVIR02, COLVIR03","10376,10734A, 10436B,10734B","Callipepla gambelii","Odontophoridae","Galliformes",4,2,2,0,4,14.9,9.6,6.3,6.6,30.7,112.8,32,80.8,28.4,87.8,165.95,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Omnivore","Terrestrial","24.58","40.03","33.22","-111.07151500000001","542153.29","Extant",467,"Callipepla gambelii","Callipepla_gambelii","Odontophoridae","Pheasants, Quail, Guineafowl","Pheasants, Quail, Guineafowl","Gambel's Quail","bow00467","LC","BL3","Odontophoridae","New World quails",10,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"278","Calonectris leucomelas","SPHUM03, SW5","","Calonectris leucomelas","Procellariidae","Procellariiformes",4,2,2,0,4,48.9,39.1,9.7,12.2,48.2,319.2,195,124.2,61,131.8,579.99,"Dunning","NA","NO","NA","NA","Marine","3","3","Carnivore","Aquatic predator","Generalist","-36.409999999999997","49.6","6.96","138.22949159999999","32884751.329999998","Extant",5531,"Calonectris leucomelas","Calonectris_leucomelas","Procellariidae","Albatrosses, Shearwaters, Petrels","Albatrosses, Shearwaters, Petrels","Streaked Shearwater","bow05531","LC","BL3","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"279","Calyptorhynchus funereus","FANTAIL01","","Calyptorhynchus funereus","Psittacidae","Psittaciformes",5,2,3,0,4,52.1,42.5,26.7,57.7,31.5,426.2,180.5,243.5,42.7,340.4,674.72,"Dunning","NA","NO","NA","NA","Woodland","2","1","Herbivore","Granivore","Insessorial","-43.64","-19.760000000000002","-31.7","147.38902279999999","1045925.98","Extant",1925,"Calyptorhynchus funereus","Calyptorhynchus_funereus","Cacatuidae","Parrots","Parrots","Yellow-tailed Black-cockatoo","bow01925","LC","BL3","Psittacidae","Parrots",68,"PSITTACIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"280","Calyptorhynchus lathami","FANTAIL01","","Calyptorhynchus lathami","Psittacidae","Psittaciformes",5,2,2,1,4,46.3,36.8,29.3,54.1,20.8,346.6,159.2,188.5,45.8,237.6,437,"Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Granivore","Insessorial","-37.64","-22.62","-29.86","149.60951679999999","769482.67","Extant",1927,"Calyptorhynchus lathami","Calyptorhynchus_lathami","Cacatuidae","Parrots","Parrots","Glossy Black-cockatoo","bow01927","LC","BL3","Psittacidae","Parrots",68,"PSITTACIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"281","Camaroptera brachyura","GRW09, CAMBRA02, ALPOL02, CAMBRA01, LAMPUR03, GBCAM1, REB11, ANLAT03, WW4","B45, WA20, B44, WA21","Camaroptera brachyura","Cisticolidae","Passeriformes",57,9,9,39,47,14.4,8.2,3,2.9,21.3,52.7,4,48.7,7.6,40.7,9.74,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-34.21","19.63","-0.6","21.253197459999999","16084971.6","Extant",10521,"Camaroptera brachyura","Camaroptera_brachyura","S10","Cisticolas, Allies","Cisticolas, Allies","Green-backed Camaroptera","bow10521","LC","BL3","Cisticolidae","Cisticolas and allies",159,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
