"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"100","Conopophaga melanops","COMEL01","COMEL01","Conopophaga melanops","Conopophagidae","Passeriformes",18,10,8,0,4,16,9.9,5.6,4.9,25.5,65.2,8.6,55.4,13.4,28.3,20.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-27.01","-6.6","-18.32","-41.204325660000002","242500.41","Extant",7032,"Conopophaga melanops","Conopophaga_melanops","Conopophagidae","Gnateaters, Allies","Gnateaters, Allies","Black-cheeked Gnateater","bow07032","LC","BL3","Conopophagidae","Gnateaters",107,"PASSERIFORMES","PASSERIFORMES","Tyranni","1","1"
"101","Copsychus albospecularis","GRW04","P_Mosquito_132","Copsychus albospecularis","Muscicapidae","Passeriformes",5,2,3,0,4,16.9,10.6,4.1,4.9,24.4,71.7,8.8,62.8,12.3,69.4,22.74,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Generalist","-25.61","-11.95","-19.38","46.698350130000001","590920.57999999996","Extant",9276,"Copsychus albospecularis","Copsychus_albospecularis","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Madagascar Magpie-robin","bow09276","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"102","Copsychus malabaricus","COPMAL01","39","Copsychus malabaricus","Muscicapidae","Passeriformes",17,5,12,0,16,20.6,12.5,4.4,5.1,25.6,92.6,17.4,75.1,18.7,120.8,29.23,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","NA","NA","NA","NA","NA","Extant",9278,"Copsychus malabaricus","Copsychus_malabaricus","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","White-rumped Shama","bow09278","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"103","Corvus caurinus","COBRA01, CORCAU01, CORCAU03, BT7, COBRA02, COBRA05","NOCRH02, NOCRH01, NOCRL04, NOCRP01, NOCRL02, NOCRL01","Corvus caurinus","Corvidae","Passeriformes",13,4,8,1,4,48.8,31,13.2,15.9,50.7,277.5,104.7,172.6,37.8,156.9,390.79,"Dunning","NA","NO","NA","NA","Coastal","3","2","Omnivore","Omnivore","Terrestrial","46.22","61.54","54.81","-133.8813652","396973.08","Extant",8092,"Corvus caurinus","Corvus_caurinus","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","North-western Crow","bow08092","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"104","Corvus corone","COCOR13, CXPIP27, GRW11, SGS1, COCOR09","CORNIX05, CORNIX01, Corvus corone 6,Corvus corone 8,Corvus macrorhynchos 3,Corvus macrorhynchos 6","Corvus corone","Corvidae","Passeriformes",63,24,37,2,15,55,35.9,15.1,18.5,59.4,323.9,119.6,204.6,36.9,179.6,570,"Dunning","NA","NO","NA","NA","Human Modified","3","1","Carnivore","Omnivore","Terrestrial","22.23","71.19","52.96","78.226594640000002","33343165.09","Extant",8101,"Corvus corone","Corvus_corone","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Carrion Crow","bow08101","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"105","Corvus macrorhynchos","COCOR15, CXPIP09, CORMAC04, CORMAC02, COCOR09, CXPIP19","Rinchi-3, Corvus corone 6,Corvus corone 8,Corvus macrorhynchos 3,Corvus macrorhynchos 6, U8","Corvus macrorhynchos","Corvidae","Passeriformes",30,7,22,1,14,63.6,44.1,17.3,22,58.3,329.3,114.1,215.2,34.6,192.1,513.14,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Omnivore","Generalist","-10.74","55.35","30.88","113.1420707","10555052.470000001","Extant",8107,"Corvus macrorhynchos","Corvus_macrorhynchos","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Large-billed Crow","bow08107","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"106","Corvus monedula","CORMON01, COCOR13, COCOR09","","Corvus monedula","Corvidae","Passeriformes",33,14,19,0,6,35.2,21.4,11.2,13.3,43.3,231.1,90.5,141.3,39.1,122.4,246,"Dunning","NA","NO","NA","NA","Human Modified","3","2","Omnivore","Omnivore","Terrestrial","30.35","67.349999999999994","48.54","45.36426702","13975046.48","Extant",8073,"Corvus monedula","Corvus_monedula","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Eurasian Jackdaw","bow08073","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"107","Coryphospingus cucullatus","PADOM09","","Coryphospingus cucullatus","Emberizidae","Passeriformes",13,6,7,0,4,13.6,8.2,4.6,6.2,18.8,63.8,7.2,56.5,11.2,61.1,14.28,"Dunning","NA","NO","NA","NA","Shrubland","1","1","Herbivore","Omnivore","Generalist","-37.21","7.69","-22.49","-55.951422440000002","4048063.88","Extant",13084,"Coryphospingus cucullatus","Coryphospingus_cucullatus","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Red-crested Finch","bow13084","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"108","Coryphospingus pileatus","CORPIL03, BAFLA04, COPIL01, VOLJAC02, CORPIL11, PADOM17, BAHYP01, CORPIL01, PADOM11, CORPIL02","COPIL01, BAFLA03, FURLEU01, BAHYP01, PADOM11","Coryphospingus pileatus","Emberizidae","Passeriformes",76,30,46,0,3,12,9.2,4.6,6.7,17.1,63.7,11.7,52,18.4,57.3,15.3,"Dunning","NA","NO","NA","NA","Shrubland","1","1","Omnivore","Omnivore","Terrestrial","-23.1","12.46","-9.17","-47.144673169999997","2758347.74","Extant",13083,"Coryphospingus pileatus","Coryphospingus_pileatus","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Pileated Finch","bow13083","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"109","Cossypha niveicapilla","GRW09","P46","Cossypha niveicapilla","Muscicapidae","Passeriformes",10,5,5,0,4,20.5,11,4.4,4.8,28.6,97.8,17.6,80.3,17.9,92.4,36.7,"Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Generalist","-7.97","17.2","7.66","8.0757839459999996","5176063.97","Extant",9250,"Cossypha niveicapilla","Cossypha_niveicapilla","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Snowy-crowned Robin-chat","bow09250","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"110","Cracticus louisiadensis","CRALOU01","","Cracticus louisiadensis","Cracticidae","Passeriformes",7,1,6,0,2,48.4,34.2,14,17.6,34,165.9,41.3,124.6,24.9,125.6,142,"Inferred","NA","YES","Body Mass","Cracticus cassicus","NA","1","1","Carnivore","Invertivore","Insessorial","-11.66","-11.32","-11.51","153.47220519999999","813.95","Extant",8210,"Cracticus louisiadensis","Cracticus_louisiadensis","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Tagula Butcherbird","bow08210","DD","BL3","Cracticidae","Butcherbirds",132,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"111","Creurgops verticalis","ANAPAR01, GEOTRI02","DYSMEN02","Creurgops verticalis","Thraupidae","Passeriformes",6,3,3,0,4,19.8,9.2,5.5,6.4,19.3,77.7,14.5,63.2,18.6,68.8,24,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-12.7","7.93","-3.4","-76.601980429999998","97023.39","Extant",12889,"Creurgops verticalis","Creurgops_verticalis","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Rufous-crested Tanager","bow12889","LC","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"112","Criniger calurus","GRW09","P46","Criniger calurus","Pycnonotidae","Passeriformes",16,3,9,4,11,21.9,13.4,5.8,6.1,21.2,87.6,10.1,77.2,11.6,79.6,37.72,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-7.62","11.55","0.66","15.6596197","3299942.04","Extant",10312,"Criniger calurus","Criniger_calurus","S9","Bulbuls, Allies","Bulbuls, Allies","Red-tailed Bulbul","bow10312","LC","BL3","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"113","Criniger chloronotus","GRW09","P46","Criniger chloronotus","Pycnonotidae","Passeriformes",10,2,2,6,4,21.9,12.6,5.1,6.5,23.7,99.8,13.9,86.1,13.9,89,45,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-6.13","6.5","1.06","18.800595950000002","1204957.83","Extant",10310,"Criniger chloronotus","Criniger_chloronotus","S9","Bulbuls, Allies","Bulbuls, Allies","Green-backed Bulbul","bow10310","LC","BL3","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"114","Cryptospiza reichenovii","AFR223","","Cryptospiza reichenovii","Estrildidae","Passeriformes",33,12,16,5,20,11.6,8.1,6,6.3,17.5,53.4,7.9,44.6,15,40.5,12.4,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Granivore","Generalist","-19.96","7.69","-6.37","30.89408242","435889.11","Extant",12071,"Cryptospiza reichenovii","Cryptospiza_reichenovii","P7","Waxbills, Allies","Weavers, Waxbills, Allies","Red-faced Crimson-wing","bow12071","LC","BL3","Estrildidae","Waxbills, grass finches, munias and allies",169,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"115","Curaeus curaeus","CURCUR01","","Curaeus curaeus","Icteridae","Passeriformes",4,2,2,0,4,31.8,20.7,6.8,9.7,33.8,124.5,25.8,98.7,20.8,102,83.7,"Dunning","NA","NO","NA","NA","Forest","2","2","Carnivore","Omnivore","Terrestrial","-55.98","-25.16","-44.58","-71.952943559999994","620973.23","Extant",13425,"Curaeus curaeus","Curaeus_curaeus","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Austral Blackbird","bow13425","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"116","Cyanocitta cristata","CB1","","Cyanocitta cristata","Corvidae","Passeriformes",11,2,9,0,4,29.9,18.6,10.1,8.9,34.7,130,22.9,108.3,17.4,121.4,88,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Omnivore","Terrestrial","24.53","56.76","43.18","-90.289556079999997","6665383.1600000001","Extant",7977,"Cyanocitta cristata","Cyanocitta_cristata","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Blue Jay","bow07977","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"117","Cyanocitta stelleri","CYASTE05, CYASTE07","","Cyanocitta stelleri","Corvidae","Passeriformes",10,2,8,0,4,33.7,21.1,10.2,9.5,43,145.8,20,125.8,13.6,133.2,128,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","12.8","61.65","41.95","-116.23879239999999","3560822.24","Extant",7978,"Cyanocitta stelleri","Cyanocitta_stelleri","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Steller's Jay","bow07978","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"118","Cyanopica cyanus","SGS1","H011","Cyanopica cyanus","Corvidae","Passeriformes",25,4,18,3,8,28.6,17,8.3,8.5,35,136.4,21.4,114.6,15.7,197.7,95.91,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Omnivore","Generalist","27.45","54.31","41.98","113.03808309999999","4927539.01","Extant",8046,"Cyanopica cyanus","Cyanopica_cyanus","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Azure-winged Magpie","bow08046","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"119","Cyclarhis gujanensis","VIOLI06, VIOLI12, COLL4","","Cyclarhis gujanensis","Vireonidae","Passeriformes",69,17,40,12,4,18,11.1,5.8,9.2,22.8,76.2,11.2,64.9,14.8,64.1,28.8,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-35.49","23.65","-10.18","-58.30395566","13485715.119999999","Extant",7749,"Cyclarhis gujanensis","Cyclarhis_gujanensis","CC3","Vireos, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Rufous-browed Peppershrike","bow07749","LC","BL3","Vireonidae","Vireos and allies",141,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"120","Cyphorhinus arada","DENPET03","","Cyphorhinus arada","Troglodytidae","Passeriformes",20,2,9,9,4,17.7,12.4,3.6,5,24,64.4,6.5,57,10.1,39,20.9,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-17.28","8.6300000000000008","-3.48","-64.321974909999994","4458849.32","Extant",9791,"Cyphorhinus arada","Cyphorhinus_arada","M1","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Musician Wren","bow09791","LC","BL3","Troglodytidae","Wrens",162,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"121","Cypsnagra hirundinacea","DENPET03, CYPHIR03","","Cypsnagra hirundinacea","Thraupidae","Passeriformes",5,2,3,0,4,17.9,10.5,4.6,5.9,22,76.2,13.7,61.8,18.2,59.8,31.4,"Dunning","NA","NO","NA","NA","Grassland","3","1","Carnivore","Invertivore","Insessorial","-23.49","2.19","-13.94","-50.640804090000003","3217341.25","Extant",12825,"Cypsnagra hirundinacea","Cypsnagra_hirundinacea","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","White-rumped Tanager","bow12825","LC","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"122","Dacnis lineata","PSEGRI01, TANCHI01, BUL07","","Dacnis lineata","Thraupidae","Passeriformes",10,5,5,0,5,13,7.5,3.5,3.5,14.1,58,14.8,43,25.6,40.6,11,"Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Frugivore","Insessorial","-17.600000000000001","8.08","-3.93","-63.230972510000001","6051189.29","Extant",13060,"Dacnis lineata","Dacnis_lineata","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Black-faced Dacnis","bow13060","LC","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"123","Delichon urbicum","DELURB3, HIRUS07, GRW11, COLL6, GRW04, GRW02, DELURB5, DELURB1, SGS1, PARUS19, GRW09, DELURB6, DELURB2","Durb3, Durb5, Durb1, Durb2","Delichon urbicum","Hirundinidae","Passeriformes",33,18,15,0,4,10.7,4.8,3.7,2.9,11.3,108.1,58.9,49.5,54.3,61.3,14.5,"Dunning","NA","NO","NA","NA","Human Modified","3","3","Carnivore","Invertivore","Aerial","28.02","71.72","55.04","76.12394784","26299672.09","Extant",10137,"Delichon urbicum","Delichon_urbicum","S6","Swallows, Martins","Swallows, Martins","Northern House-martin","bow10137","LC","BL3","Hirundinidae","Swallows and martins",156,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"124","Dendrocincla fuliginosa","GLYSPI06","","Dendrocincla fuliginosa","Dendrocolaptidae","Passeriformes",44,8,17,19,11,29.9,20,6.4,6.6,24.7,104.9,18.9,84.1,18.3,86.7,38.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.420000000000002","15.75","-3.3","-62.982611249999998","8483632.6400000006","Extant",6893,"Dendrocincla fuliginosa","Dendrocincla_fuliginosa","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Plain-brown Woodcreeper","bow06893","LC","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"125","Dendrocincla merula","GRW06","","Dendrocincla merula","Dendrocolaptidae","Passeriformes",20,4,8,8,8,24.4,17.8,5.8,5.9,24.7,100,20.5,80,20.3,80,49.99,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-16.98","7.33","-2.96","-62.456448049999999","5359264.18","Extant",6896,"Dendrocincla merula","Dendrocincla_merula","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","White-chinned Woodcreeper","bow06896","LC","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"126","Dendroica coronata","DENPEN02, PASILI01, COLBF21, SETAUD25, EMPALN01, CB1, DUMCAR01, SETCOR07, CAMRUB03, CATUST14, SETAUD08, TABI09, SETCOR01, SETAUD05, SEIAUR01, LAIRI01, WW3, SETAUD15, CATUST05, CNEORN01, EMPHAM01, COLBF25, SETAUD14, BT7, TABI02","OZ07SL23, ICBI,L fringillinarum,L.AK04, L Co1,L smokies, P43","Dendroica coronata","Parulidae","Passeriformes",23,11,12,0,10,13.1,7.2,3.3,3.4,18.7,73.8,18.8,55.2,25.4,56.5,11.94,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Invertivore","Insessorial","14.15","69.23","53.39","-109.6137196","9938581.4399999995","Extant",12692,"Dendroica coronata","Dendroica_coronata","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Yellow-rumped Warbler","bow12692","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"127","Dendroica dominica","TABI02","2","Dendroica dominica","Parulidae","Passeriformes",18,6,11,1,5,15.1,10.3,3,3.4,16.7,66.9,17.9,49,26.8,50.6,9.69,"Dunning","NA","NO","NA","NA","Forest","2","3","Carnivore","Invertivore","Insessorial","25.85","42.74","35.33","-87.038499979999997","1927929.35","Extant",12702,"Dendroica dominica","Dendroica_dominica","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Warbler","bow12702","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"128","Dendroica magnolia","GEOTRI01","","Dendroica magnolia","Parulidae","Passeriformes",24,10,8,6,5,12.1,7.1,3.1,3.1,18.2,58.4,12.6,46.9,21.1,46.5,8.14,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Invertivore","Insessorial","38.229999999999997","64.040000000000006","52.19","-95.334644040000001","3661483.1","Extant",12689,"Dendroica magnolia","Dendroica_magnolia","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Magnolia Warbler","bow12689","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"129","Dendroica pensylvanica","DENPEN02","32","Dendroica pensylvanica","Parulidae","Passeriformes",46,20,17,9,4,13.4,7.6,3.6,3.6,18.7,61.6,16.9,46.5,26.6,46.2,9.29,"Dunning","NA","NO","NA","NA","Forest","2","3","Carnivore","Invertivore","Insessorial","34.92","54.44","47.41","-83.81791964","2422614.2000000002","Extant",12688,"Dendroica pensylvanica","Dendroica_pensylvanica","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Chestnut-sided Warbler","bow12688","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"130","Dendroica petechia","MYITYR01, CB1, CNEORN01","ICBI,L fringillinarum,L.AK04, SASP_CA_ELW_8L","Dendroica petechia","Parulidae","Passeriformes",27,13,14,0,4,13.8,7.8,3.2,3.4,18.4,60.7,13.9,46.2,23.2,44.4,10.22,"Dunning","NA","NO","NA","NA","Shrubland","1","3","Carnivore","Invertivore","Insessorial","NA","NA","NA","NA","NA","Extant",12683,"Dendroica petechia","Dendroica_petechia","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Yellow Warbler","bow12683","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"131","Dendroica plumbea","TURMER01, PADOM09, PADOM11, MASTR01, TUMIG03, ICTCAY01","","Dendroica plumbea","Parulidae","Passeriformes",6,3,3,0,4,13.6,8.2,3.4,3.5,20.3,61.3,11.9,48.9,19.5,57.6,10.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","15.2","16.52","15.95","-61.48306247","2397.36","Extant",12715,"Dendroica plumbea","Dendroica_plumbea","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Plumbeous Warbler","bow12715","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"132","Dendroica striata","CNEORN01, COLBF21, CB1, TUMIG12","","Dendroica striata","Parulidae","Passeriformes",10,4,5,1,4,13.9,8.7,3.6,3.4,19.5,74.3,23.2,51.1,31.3,50.4,11.84,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Invertivore","Insessorial","41.42","68.98","58.99","-110.5916857","6353206.9100000001","Extant",12713,"Dendroica striata","Dendroica_striata","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Blackpoll Warbler","bow12713","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"133","Dichrozona cincta","THAMAE01","","Dichrozona cincta","Thamnophilidae","Passeriformes",10,5,4,1,4,17.8,10.7,3.5,3.6,20.9,59.4,6.8,52.8,11.4,26.4,16,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-15.9","3.38","-5.3","-66.848742310000006","3112856.94","Extant",6501,"Dichrozona cincta","Dichrozona_cincta","Thamnophilidae","Antbirds","Antbirds","Banded Antbird","bow06501","LC","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"134","Dicrurus adsimilis","GRW09","P46","Dicrurus adsimilis","Dicruridae","Passeriformes",29,5,13,11,16,22.7,13.9,7.4,7.4,20.2,128.2,33.3,95.6,25.8,113.1,40.3,"Dunning","NA","NO","NA","NA","Woodland","3","1","Carnivore","Invertivore","Insessorial","-34.840000000000003","17.62","-4.34","23.74722371","14611485.32","Extant",8435,"Dicrurus adsimilis","Dicrurus_adsimilis","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Fork-tailed Drongo","bow08435","LC","BL3","Dicruridae","Drongos",144,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"135","Diglossa brunneiventris","CATANA01, TROAED06, ZOCAP17","","Diglossa brunneiventris","Thraupidae","Passeriformes",119,6,4,109,101,13.4,7.9,2.4,4,21.4,64.9,11.9,53.1,18.3,57.6,12,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Omnivore","Nectarivore","Insessorial","-18.36","7.29","-12.01","-74.162326789999995","317862.93","Extant",13241,"Diglossa brunneiventris","Diglossa_brunneiventris","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Black-throated Flowerpiercer","bow13241","LC","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
